GISJOIN,GEOGYEAR,CBSA,CBSAA,CM1AA1990,CM1AA1990L,CM1AA1990U,CM1AA2000,CM1AA2000L,CM1AA2000U,CM1AA2010,CM1AA2020,CM1AA2020L,CM1AA2020U,CM1AB1990,CM1AB1990L,CM1AB1990U,CM1AB2000,CM1AB2000L,CM1AB2000U,CM1AB2010,CM1AB2020,CM1AB2020L,CM1AB2020U,CM1AC1990,CM1AC1990L,CM1AC1990U,CM1AC2000,CM1AC2000L,CM1AC2000U,CM1AC2010,CM1AC2020,CM1AC2020L,CM1AC2020U,CM1AD1990,CM1AD1990L,CM1AD1990U,CM1AD2000,CM1AD2000L,CM1AD2000U,CM1AD2010,CM1AD2020,CM1AD2020L,CM1AD2020U,CM1AE1990,CM1AE1990L,CM1AE1990U,CM1AE2000,CM1AE2000L,CM1AE2000U,CM1AE2010,CM1AE2020,CM1AE2020L,CM1AE2020U,CM1AF1990,CM1AF1990L,CM1AF1990U,CM1AF2000,CM1AF2000L,CM1AF2000U,CM1AF2010,CM1AF2020,CM1AF2020L,CM1AF2020U,CM1AG1990,CM1AG2000,CM1AG2000L,CM1AG2000U,CM1AG2010,CM1AG2020,CM1AG2020L,CM1AG2020U
"G31920","2010","Marble Falls, TX Micro Area","31920",20801.22,20428,20890,30625.92,30391,30762,37825,37827.04,37719,37845,269.00,267,269,519.02,519,520,766,642.67,639,643,108.96,108,109,233.00,231,238,290,373.00,371,373,58.47,58,59,94.96,94,95,203,428.00,425,428,1.00,1,1,20.00,20,20,17,15.00,15,15,1447.06,1442,1454,2130.55,2117,2142,2855,4266.90,4257,4268,,539.90,536,541,794,5555.50,5544,5558
"G31940","2010","Marinette, WI-MI Micro Area","31940",64744.00,64744,64744,66925.00,66925,66925,63450,60599.05,60595,60601,15.00,15,15,125.00,125,125,180,308.00,308,308,532.00,532,532,791.00,791,791,886,1004.00,1004,1004,112.00,112,112,173.00,173,173,288,285.00,285,285,11.00,11,11,10.00,10,10,17,13.00,13,13,54.00,54,54,137.00,137,137,231,587.00,587,587,,549.00,549,549,726,2578.00,2578,2578
"G31980","2010","Marion, IN Micro Area","31980",67817.00,67809,67823,65495.00,65495,65495,61811,55610.00,55610,55610,5047.00,5047,5047,5281.00,5281,5281,4888,4689.00,4689,4689,298.00,298,298,322.00,322,322,234,219.00,219,219,355.00,355,355,412.00,412,412,411,527.00,527,527,18.00,18,18,27.00,27,27,17,27.00,27,27,634.00,634,634,746.00,746,746,999,1134.00,1134,1134,,1120.00,1120,1120,1701,4468.00,4468,4468
"G32020","2010","Marion, OH Micro Area","32020",60948.00,60948,60948,60987.00,60987,60987,60565,56754.00,56754,56754,2707.00,2707,2707,3805.00,3805,3805,3807,4107.00,4107,4107,148.00,148,148,126.00,126,126,113,193.00,193,193,278.00,278,278,344.00,344,344,335,362.00,362,362,7.00,7,7,6.00,6,6,34,16.00,16,16,186.00,186,186,323.00,323,323,516,827.00,827,827,,626.00,626,626,1131,3100.00,3100,3100
"G32060","2010","Marion-Herrin, IL Micro Area","32060",56135.00,56121,56135,58441.00,58436,58441,61542,58897.00,58892,58973,1147.00,1147,1147,1527.00,1527,1527,2540,2870.00,2870,2872,112.00,112,112,167.00,167,167,246,263.00,263,264,243.00,243,243,308.00,308,308,561,776.00,776,780,9.00,9,9,19.00,19,19,8,9.00,9,9,87.00,87,87,233.00,233,233,362,554.00,554,555,,601.00,601,601,1098,3784.00,3784,3792
"G32100","2010","Marquette, MI Micro Area","32100",68026.60,67841,68028,61472.50,61312,61473,62911,59550.42,59448,59577,1169.97,1169,1170,853.00,853,853,1141,805.00,805,805,943.00,941,943,964.00,964,964,1161,1062.00,1060,1062,512.00,512,512,319.00,319,319,385,406.00,406,406,26.00,26,26,14.00,14,14,13,27.00,27,27,209.00,209,209,160.00,160,160,121,359.00,359,359,,846.00,846,846,1345,3806.99,3803,3813
"G32140","2010","Marshall, MN Micro Area","32140",24424.00,24424,24431,23792.00,23792,23797,23360,20946.00,20946,20946,66.00,66,66,378.00,378,378,587,922.00,922,922,63.00,63,63,80.00,80,80,114,133.00,133,133,117.00,117,117,425.00,425,425,679,1268.00,1268,1268,5.00,5,5,5.00,5,5,7,3.00,3,3,114.00,114,114,481.00,481,481,708,797.00,797,797,,264.00,264,264,402,1200.00,1200,1200
"G32180","2010","Marshall, MO Micro Area","32180",21974.00,21974,21974,21387.00,21383,21387,20135,17995.00,17995,17995,1352.00,1352,1352,1280.00,1280,1280,1235,1172.00,1172,1172,45.00,45,45,73.00,73,73,75,101.00,101,101,48.00,48,48,84.00,84,84,124,175.00,175,175,13.00,13,13,50.00,50,50,158,410.00,410,410,91.00,91,91,497.00,497,497,1081,1864.00,1864,1864,,385.00,385,385,562,1616.00,1616,1616
"G32220","2010","Marshall, TX Micro Area","32220",40387.00,40387,40387,44313.00,44313,44313,45020,43925.00,43925,43925,16038.00,16038,16038,14926.00,14926,14926,14398,13582.00,13582,13582,192.00,192,192,217.00,217,217,447,715.00,715,715,130.00,130,130,192.00,192,192,339,491.00,491,491,14.00,14,14,24.00,24,24,31,41.00,41,41,722.00,722,722,1777.00,1777,1777,4277,5089.00,5089,5089,,661.00,661,661,1119,4996.00,4996,4996
"G32260","2010","Marshalltown, IA Micro Area","32260",37472.00,37472,37472,35551.00,35551,35551,36071,29579.00,29579,29579,279.00,279,279,365.00,365,365,679,815.00,815,815,105.00,105,105,136.00,136,136,186,330.00,330,330,281.00,281,281,308.00,308,308,536,1517.00,1517,1517,21.00,21,21,22.00,22,22,50,33.00,33,33,118.00,118,118,2371.00,2371,2371,2296,4125.00,4125,4125,,558.00,558,558,830,3706.00,3706,3706
"G32270","2010","Marshfield-Wisconsin Rapids, WI Micro Area","32270",72157.02,72157,72182,72855.02,72855,72858,71048,67821.00,67814,67834,90.00,90,90,201.00,201,201,393,579.00,579,579,481.00,481,481,528.00,528,528,587,620.00,620,620,720.00,720,720,1220.00,1220,1220,1319,1391.00,1391,1391,2.00,2,2,7.00,7,7,9,35.00,35,35,155.00,155,155,223.00,223,223,593,931.00,931,931,,521.00,521,521,800,2838.00,2837,2838
"G32280","2010","Martin, TN Micro Area","32280",29368.00,29368,29368,31501.00,31501,31501,31124,28113.00,28113,28113,2222.00,2222,2222,2424.00,2424,2424,2736,2609.00,2609,2609,39.00,39,39,52.00,52,52,101,70.00,70,70,273.00,273,273,462.00,462,462,368,195.00,195,195,4.00,4,4,2.00,2,2,8,3.00,3,3,66.00,66,66,182.00,182,182,200,361.00,361,361,,272.00,272,272,484,1551.00,1551,1551
"G32300","2010","Martinsville, VA Micro Area","32300",53662.84,53535,53682,51654.81,51548,51661,46390,40946.15,40814,41404,19108.99,19107,19109,19686.00,19686,19686,18054,17254.01,17218,17305,84.00,84,84,109.00,109,109,124,215.01,214,224,141.00,141,141,308.00,308,308,366,408.00,405,408,1.00,1,1,19.00,19,19,5,18.00,18,18,106.00,106,106,911.00,911,911,1924,2163.00,2159,2232,,658.00,658,658,1109,3410.00,3401,3428
"G32340","2010","Maryville, MO Micro Area","32340",21277.99,21273,21278,21161.99,21158,21162,22083,19465.00,19465,19465,166.00,166,166,295.00,295,295,566,363.00,363,363,43.00,43,43,51.00,51,51,45,47.00,47,47,163.00,163,163,190.00,190,190,378,403.00,403,403,2.00,2,2,5.00,5,5,3,2.00,2,2,57.00,57,57,46.00,46,46,78,133.00,133,133,,163.00,163,163,217,828.00,828,828
"G32380","2010","Mason City, IA Micro Area","32380",53656.00,53656,53656,52491.00,52491,52491,49399,45659.00,45659,45659,318.00,318,318,395.00,395,395,605,990.00,990,990,46.00,46,46,86.00,86,86,105,151.00,151,151,267.00,267,267,335.00,335,335,401,567.00,567,567,7.00,7,7,10.00,10,10,9,138.00,138,138,430.00,430,430,443.00,443,443,447,664.00,664,664,,596.00,596,596,783,2401.00,2401,2401
"G32460","2010","Mayfield, KY Micro Area","32460",31937.00,31937,31937,34335.00,34335,34335,33568,31149.00,31149,31149,1519.00,1519,1519,1645.00,1645,1645,1607,1564.00,1564,1564,36.00,36,36,75.00,75,75,91,128.00,128,128,43.00,43,43,73.00,73,73,124,181.00,181,181,1.00,1,1,5.00,5,5,20,4.00,4,4,14.00,14,14,483.00,483,483,1031,1421.00,1421,1421,,412.00,412,412,680,2202.00,2202,2202
"G32500","2010","Maysville, KY Micro Area","32500",28328.74,27807,29120,29209.43,28709,29955,29512,27500.00,27500,27500,1294.00,1294,1294,1232.00,1232,1232,1157,1060.00,1060,1060,33.00,33,34,55.00,53,57,63,58.00,58,58,27.00,27,27,66.00,66,66,109,120.00,120,120,0.00,0,0,3.00,3,3,1,4.00,4,4,9.00,9,9,108.00,108,108,125,193.00,193,193,,220.00,220,223,393,1265.00,1265,1265
"G32540","2010","McAlester, OK Micro Area","32540",33765.00,33765,33774,33932.00,33932,33943,33745,29035.07,29021,29091,1505.00,1505,1505,1768.00,1768,1768,1525,1251.01,1251,1254,5005.00,5005,5005,5493.00,5493,5493,6310,6586.14,6579,6617,97.00,97,97,117.00,117,117,189,284.00,284,284,14.00,14,14,15.00,15,15,20,37.00,37,37,195.00,195,195,344.00,344,344,577,889.03,889,892,,2284.00,2284,2284,3471,5672.04,5672,5676
"G32580","2010","McAllen-Edinburg-Mission, TX Metro Area","32580",286858.03,286858,286875,442525.01,442525,442527,681649,300554.00,300554,300554,806.00,806,806,2807.00,2807,2807,4569,4748.00,4748,4748,668.00,668,668,2402.00,2402,2402,2589,6155.00,6155,6155,1050.00,1050,1050,3375.00,3375,3375,7478,9048.00,9048,9048,38.00,38,38,131.00,131,131,94,175.00,175,175,94125.00,94125,94125,106164.00,106164,106164,68128,196973.00,196973,196973,,12059.00,12059,12059,10262,353128.00,353128,353128
"G32620","2010","McComb, MS Micro Area","32620",27202.96,27136,27203,27627.97,27572,27628,26319,24352.00,24352,24352,22874.54,22854,22881,24297.95,24284,24307,26240,26416.00,26416,26416,37.00,37,37,91.00,91,91,138,162.00,162,162,52.00,52,52,138.00,138,138,244,286.00,286,286,6.00,6,6,6.00,6,6,10,7.00,7,7,31.00,31,31,106.00,106,106,205,396.00,396,396,,263.00,261,263,379,1425.00,1425,1425
"G32660","2010","McMinnville, TN Micro Area","32660",31509.79,31437,31594,35081.86,35014,35178,35650,34794.00,34794,34794,1131.00,1131,1131,1211.00,1211,1211,1142,1097.00,1097,1097,51.00,51,51,78.84,73,79,109,144.00,144,144,112.00,112,112,160.00,160,160,190,258.00,258,258,7.00,7,7,18.00,18,18,13,10.00,10,10,180.00,180,180,1364.00,1364,1364,2081,2155.00,2155,2155,,361.00,361,362,654,2495.00,2495,2495
"G32700","2010","McPherson, KS Micro Area","32700",26662.64,26659,26680,28526.74,28524,28542,27763,26965.00,26965,26965,211.00,211,211,240.00,240,240,294,478.00,478,478,108.00,108,108,100.00,100,100,110,151.00,151,151,119.00,119,119,95.00,95,95,147,225.00,225,225,6.00,6,6,18.00,18,18,21,13.00,13,13,161.00,161,161,232.00,232,232,346,673.00,673,673,,342.00,342,342,499,1718.00,1718,1718
"G32740","2010","Meadville, PA Micro Area","32740",84616.26,84311,84853,87653.66,87350,87846,85448,77799.98,77736,77807,1071.99,1071,1072,1436.97,1433,1437,1547,1530.00,1530,1530,112.00,111,112,184.00,184,184,162,124.00,124,124,253.00,253,254,254.00,254,254,403,374.00,374,374,19.00,19,19,23.00,23,23,19,26.00,26,26,98.11,98,101,117.00,117,117,170,529.00,529,529,,698.00,697,699,1016,3550.01,3550,3554
"G32780","2010","Medford, OR Metro Area","32780",140188.02,140178,140303,166125.04,166125,166208,180172,178192.98,178181,178201,340.00,340,340,724.00,724,726,1372,1734.00,1734,1734,1863.00,1863,1872,1980.00,1980,1980,2386,2781.00,2781,2781,1277.00,1277,1277,1631.00,1631,1631,2364,3387.00,3387,3387,152.00,152,152,322.00,322,322,595,867.00,867,867,2569.00,2569,2571,5218.00,5218,5218,9200,11739.00,11736,11739,,5269.00,5269,5270,7117,24558.00,24556,24559
"G32820","2010","Memphis, TN-MS-AR Metro Area","32820",615494.63,615391,615507,637274.75,637274,637281,630715,565211.31,565210,565277,439249.63,439249,439260,524496.00,524496,524496,601043,612104.00,612088,612111,1930.00,1930,1930,2581.00,2581,2581,3360,4504.00,4504,4504,8048.00,8048,8048,15957.00,15957,15957,24479,32359.00,32359,32359,215.00,215,215,440.00,440,440,613,585.00,585,585,2327.00,2327,2327,12938.00,12938,12938,37404,58640.00,58638,58641,,11518.00,11518,11518,18486,64375.99,64366,64378
"G32860","2010","Menomonie, WI Micro Area","32860",34928.68,34860,34929,38293.77,38236,38294,41545,41198.00,41198,41198,172.00,172,172,135.00,135,135,220,404.00,404,404,95.00,95,95,107.00,107,107,168,207.00,207,207,628.00,628,628,849.00,849,849,1143,1458.00,1458,1458,5.00,5,5,5.00,5,5,15,13.00,13,13,80.00,80,80,148.00,148,148,228,433.00,433,433,,320.00,320,320,538,1727.00,1727,1727
"G32900","2010","Merced, CA Metro Area","32900",120555.55,120509,120621,118719.52,118698,118801,148381,104534.00,104534,104534,8539.00,8539,8539,8070.00,8070,8070,9926,9158.00,9158,9158,1517.00,1517,1518,2525.00,2525,2525,3473,7518.00,7518,7518,14761.00,14761,14761,14327.00,14327,14327,18836,20715.00,20715,20715,369.00,369,370,396.00,396,396,583,807.00,807,807,33236.10,33223,33240,55186.00,55186,55188,62665,89115.00,89115,89115,,11918.83,11915,11924,11929,49355.00,49355,49355
"G32940","2010","Meridian, MS Micro Area","32940",64424.95,64422,64425,62672.97,62669,62673,58387,49727.00,49727,49727,37995.98,37984,37996,42164.96,42158,42165,46377,42743.00,42743,42743,302.00,302,302,372.00,372,372,623,627.00,627,627,350.00,350,350,420.00,420,420,619,601.00,601,601,18.00,18,18,26.00,26,26,31,51.00,51,51,133.00,133,133,311.00,311,311,571,1083.00,1083,1083,,602.00,602,602,841,2755.00,2755,2755
"G32980","2010","Merrill, WI Micro Area","32980",26712.00,26712,26724,28977.00,28977,28977,27929,26909.73,26892,27151,84.00,84,84,123.00,123,123,157,158.00,158,161,96.00,96,96,130.00,130,130,100,120.00,120,123,77.00,77,77,116.00,116,116,124,118.00,118,119,1.00,1,1,8.00,8,8,10,2.00,2,2,23.00,23,23,86.00,86,86,131,176.00,176,178,,201.00,201,201,292,932.00,932,934
"G33020","2010","Mexico, MO Micro Area","33020",22037.01,22037,22057,23547.01,23547,23608,22931,21648.00,21648,21648,1419.00,1419,1419,1859.00,1859,1859,1646,1307.00,1307,1307,34.00,34,34,68.00,68,71,91,89.00,89,89,82.00,82,82,89.00,89,89,115,114.00,114,114,1.00,1,1,8.00,8,8,8,2.00,2,2,26.00,26,26,54.00,54,54,298,374.00,374,374,,228.00,228,228,440,1428.00,1428,1428
"G33060","2010","Miami, OK Micro Area","33060",24495.00,24495,24514,24612.00,24612,24629,21969,19359.01,19359,19471,188.00,188,188,192.00,192,192,245,298.00,298,298,5568.00,5568,5574,5488.00,5488,5491,6007,5695.00,5695,5698,86.00,86,86,97.00,97,97,158,153.00,153,153,16.00,16,16,45.00,45,45,299,232.00,232,232,208.00,208,208,510.00,510,510,756,551.00,551,551,,2250.00,2250,2250,2414,3981.00,3981,3988
"G33100","2010","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area","33100",3170825.80,3164590,3170832,3610046.60,3608476,3610052,3914239,2428749.00,2427934,2428749,699144.69,698478,699145,946572.89,946560,946573,1169185,1194334.00,1194329,1194334,6911.00,6889,6911,10698.00,10697,10698,16108,26147.00,26147,26147,51433.96,51390,51434,85460.98,85446,85461,125564,164186.00,164178,164186,1023.00,1021,1023,2407.00,2407,2407,2356,2227.00,2227,2227,126758.00,126439,126758,185601.99,185597,185602,197183,598061.00,598054,598061,,166770.97,166757,166771,140000,1724629.00,1724555,1724629
"G33140","2010","Michigan City-La Porte, IN Metro Area","33140",96285.95,96262,96286,94972.00,94961,94972,93787,88106.00,88106,88106,9580.00,9580,9580,11156.00,11156,11156,12001,12090.00,12090,12090,259.00,259,259,342.00,342,342,306,431.00,431,431,423.00,423,423,498.00,498,498,583,754.00,754,754,8.00,8,8,23.00,23,23,21,25.00,25,25,510.00,510,510,1441.00,1441,1441,2226,3421.00,3421,3421,,1674.00,1674,1674,2543,7590.00,7590,7590
"G33180","2010","Middlesborough, KY Micro Area","33180",30570.02,30570,30572,28864.12,28864,28865,27415,22388.00,22388,22388,804.00,804,804,720.00,720,720,644,558.00,558,558,39.00,39,39,75.00,75,75,49,37.00,37,37,78.00,78,78,105.00,105,105,78,124.00,124,124,5.00,5,5,8.00,8,8,13,4.00,4,4,10.00,10,10,37.00,37,37,55,135.00,135,135,,251.00,251,251,437,851.00,851,851
"G33220","2010","Midland, MI Micro Area","33220",73466.00,73466,73466,79148.00,79148,79148,79063,74791.00,74791,74791,719.00,719,719,868.00,868,868,1013,963.00,963,963,334.00,334,334,335.00,335,335,369,343.00,343,343,791.00,791,791,1233.00,1233,1233,1556,1730.00,1730,1730,13.00,13,13,28.00,28,28,46,88.00,88,88,328.00,328,328,361.00,361,361,323,769.00,769,769,,901.00,901,901,1259,4810.00,4810,4810
"G33260","2010","Midland, TX Metro Area","33260",86977.00,86977,86977,89702.00,89702,89702,105302,98404.00,98404,98404,8281.00,8281,8281,8101.00,8101,8101,9087,11049.00,11049,11049,414.00,414,414,741.00,741,741,1013,1550.00,1550,1550,860.00,860,860,1074.00,1074,1074,1715,3983.00,3983,3983,28.00,28,28,36.00,36,36,54,191.00,191,191,10051.00,10051,10051,14124.00,14124,14124,16431,22402.00,22402,22402,,2231.00,2231,2231,3270,32404.00,32404,32404
"G33300","2010","Milledgeville, GA Micro Area","33300",24253.00,24253,24253,26377.00,26377,26377,27421,25076.00,25076,25076,23783.00,23783,23783,27227.00,27227,27227,25948,24432.00,24432,24432,50.00,50,50,112.00,112,112,133,108.00,108,108,266.00,266,266,461.00,461,461,629,636.00,636,636,6.00,6,6,3.00,3,3,20,29.00,29,29,80.00,80,80,227.00,227,227,385,693.00,693,693,,369.00,369,369,613,1560.00,1560,1560
"G33340","2010","Milwaukee-Waukesha-West Allis, WI Metro Area","33340",1183372.00,1183372,1183418,1156878.00,1156878,1156878,1146946,1049801.00,1049801,1049815,197183.00,197183,197183,235033.00,235033,235033,261010,255992.00,255992,255992,8001.00,8001,8001,8040.00,8040,8040,8483,9321.01,9321,9322,18445.00,18445,18445,31082.00,31082,31082,46067,66386.00,66386,66386,337.00,337,337,558.00,558,558,544,544.00,544,544,24811.00,24811,24811,43809.00,43809,43809,57005,72506.00,72506,72506,,25341.00,25341,25341,35853,120181.01,120181,120184
"G33380","2010","Minden, LA Micro Area","33380",28549.87,28399,28550,27404.90,27242,27405,26469,22735.90,22614,22973,13277.00,13277,13277,13734.99,13731,13735,13823,12184.95,12172,12196,79.00,79,79,143.00,143,143,150,149.00,149,153,49.00,49,49,80.00,78,80,120,137.99,134,138,3.00,3,3,16.00,16,16,8,12.00,12,12,31.00,31,31,94.00,94,94,156,328.00,326,330,,358.00,357,358,481,1420.00,1415,1421
"G33420","2010","Mineral Wells, TX Micro Area","33420",22810.02,22779,22819,23835.01,23824,23842,24497,22603.00,22603,22603,792.00,792,792,626.00,626,626,621,582.00,582,582,87.00,87,87,182.00,182,182,202,269.00,269,269,169.00,169,169,142.00,142,142,134,214.00,214,214,2.00,2,2,8.00,8,8,14,13.00,13,13,1195.00,1195,1195,1772.00,1770,1772,2137,2161.00,2161,2161,,461.00,461,461,506,2567.00,2567,2567
"G33460","2010","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area","33460",2343907.41,2343814,2343988,2556850.07,2556766,2556920,2656553,2643093.94,2643008,2643097,90055.00,90055,90055,157963.00,157963,157963,243414,337305.00,337305,337305,24251.00,24251,24251,21590.00,21590,21590,22726,26560.00,26560,26560,64857.00,64857,64857,122772.00,122772,122774,188018,265311.00,265311,265311,723.00,723,723,1253.00,1253,1253,1383,1339.00,1339,1339,15040.00,15040,15040,46083.00,46083,46083,76991,121278.00,121278,121278,,62293.97,62292,62297,90748,240241.00,240241,240241
"G33500","2010","Minot, ND Micro Area","33500",64150.01,64150,64165,62789.02,62789,62799,63412,64245.98,64242,64259,1429.00,1429,1429,1316.00,1316,1316,1552,3040.00,3040,3040,998.00,998,998,1256.00,1256,1256,1670,1748.00,1748,1748,576.00,576,576,497.00,497,497,604,1134.00,1134,1134,40.00,40,40,36.00,36,36,84,139.00,139,139,416.00,416,416,434.00,434,434,451,1413.00,1413,1413,,1064.00,1064,1064,1767,5819.00,5819,5819
"G33540","2010","Missoula, MT Metro Area","33540",75650.00,75650,75680,90073.00,90073,90076,101320,101541.64,100968,101900,185.00,185,185,261.00,261,261,445,752.00,752,753,1818.00,1818,1818,2193.00,2193,2193,2872,3299.00,3298,3299,783.00,783,783,978.00,978,978,1236,1456.00,1455,1456,53.00,53,53,80.00,80,80,105,125.00,125,125,198.00,198,198,431.00,431,431,478,2629.00,2627,2630,,1786.00,1786,1786,2843,8121.01,8103,8132
"G33580","2010","Mitchell, SD Micro Area","33580",20149.00,20149,20149,21158.00,21158,21158,21706,21120.00,21120,21120,22.00,22,22,51.00,51,51,82,162.00,162,162,250.00,250,250,374.00,374,374,501,658.00,658,658,56.00,56,56,84.00,84,84,104,117.00,117,117,6.00,6,6,5.00,5,5,13,5.00,5,5,14.00,14,14,57.00,57,57,106,454.00,454,454,,151.00,151,151,323,901.00,901,901
"G33620","2010","Moberly, MO Micro Area","33620",22332.00,22332,22343,22339.00,22339,22343,23133,21534.88,21519,21535,1837.00,1837,1837,1734.00,1734,1734,1490,1361.00,1361,1361,80.00,80,80,118.00,118,118,74,111.00,111,111,74.00,74,74,97.00,97,97,106,95.00,95,95,5.00,5,5,6.00,6,6,3,9.00,9,9,42.00,42,42,59.00,59,59,73,158.00,158,158,,310.00,310,310,535,1447.00,1447,1447
"G33660","2010","Mobile, AL Metro Area","33660",254853.00,254853,254853,252199.00,252199,252199,248647,229550.00,229550,229550,117872.00,117872,117872,133465.00,133465,133465,142992,146254.00,146254,146254,1940.00,1940,1940,2682.00,2682,2682,3681,4057.00,4057,4057,3345.00,3345,3345,5628.00,5628,5628,7561,8585.00,8585,8585,53.00,53,53,101.00,101,101,204,234.00,234,234,580.00,580,580,1600.00,1600,1600,3885,5998.00,5998,5998,,4168.00,4168,4168,6022,20131.00,20131,20131
"G33700","2010","Modesto, CA Metro Area","33700",297315.02,297315,297323,309901.01,309901,309905,337342,256603.25,256602,256717,6450.00,6450,6450,11521.00,11521,11521,14721,15913.02,15913,15916,4039.00,4039,4039,5676.00,5676,5676,5902,10543.00,10543,10543,18072.00,18072,18072,18848.00,18848,18848,26090,34778.00,34778,34778,1151.00,1151,1151,1529.00,1529,1529,3401,4269.00,4269,4269,43495.00,43495,43495,75187.00,75187,75187,99210,146129.31,146129,146166,,24335.00,24335,24335,27787,84644.22,84644,84680
"G33740","2010","Monroe, LA Metro Area","33740",111720.00,111651,111720,110861.00,110828,110861,108566,103009.04,102938,103031,49863.00,49860,49863,55899.00,55899,55899,62398,64081.33,64063,64123,257.00,257,257,380.00,380,380,439,587.00,585,587,742.00,742,742,999.00,999,999,1487,2330.01,2329,2331,23.00,23,23,48.00,48,48,68,52.00,52,52,276.00,276,276,768.00,768,768,1565,3852.00,3846,3852,,1098.00,1096,1098,1918,7578.01,7575,7579
"G33780","2010","Monroe, MI Metro Area","33780",129421.00,129380,129421,139264.00,139239,139264,143476,137561.10,137561,137601,2339.00,2339,2339,2766.00,2766,2766,3237,4138.01,4138,4141,481.00,481,481,405.00,405,405,467,544.00,544,544,568.00,568,568,679.00,679,679,842,959.00,959,959,6.00,6,6,13.00,13,13,26,24.00,24,24,785.00,785,785,907.00,907,907,1278,1921.00,1921,1922,,1911.00,1910,1911,2695,9662.00,9662,9663
"G33820","2010","Monroe, WI Micro Area","33820",30173.00,30173,30173,33021.00,33021,33021,35593,34315.50,34071,34365,23.00,23,23,86.00,86,86,140,211.97,210,212,51.00,51,51,70.00,70,70,65,105.00,105,105,59.00,59,59,97.00,97,97,198,174.00,174,174,7.00,7,7,0.00,0,0,11,3.00,3,3,26.00,26,26,120.00,120,120,490,699.98,692,701,,253.00,253,253,345,1580.70,1573,1581
"G33860","2010","Montgomery, AL Metro Area","33860",187599.00,187560,187635,198622.01,198619,198663,196825,183191.00,183191,183191,114652.00,114652,114652,139538.00,139538,139538,159330,167315.00,167315,167315,632.00,632,632,1063.00,1063,1063,1131,1366.00,1366,1366,1739.00,1739,1739,2671.00,2671,2671,5827,9565.00,9565,9565,47.00,47,47,106.00,106,106,266,218.00,218,218,506.00,506,506,1281.00,1281,1281,6178,8574.00,8574,8574,,3247.00,3245,3249,4979,15818.00,15818,15818
