GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ALLJE001,NAME_M,ALLJM001
"G2300010","2019","ME",,,"Maine","23","Androscoggin County","001",,,,,,,,,,,,,,,,,,"05000US23001","Androscoggin County, Maine",173900,"Androscoggin County, Maine",7706
"G2300030","2019","ME",,,"Maine","23","Aroostook County","003",,,,,,,,,,,,,,,,,,"05000US23003","Aroostook County, Maine",93900,"Aroostook County, Maine",7305
"G2300050","2019","ME",,,"Maine","23","Cumberland County","005",,,,,,,,,,,,,,,,,,"05000US23005","Cumberland County, Maine",299400,"Cumberland County, Maine",9376
"G2300110","2019","ME",,,"Maine","23","Kennebec County","011",,,,,,,,,,,,,,,,,,"05000US23011","Kennebec County, Maine",169300,"Kennebec County, Maine",7875
"G2300190","2019","ME",,,"Maine","23","Penobscot County","019",,,,,,,,,,,,,,,,,,"05000US23019","Penobscot County, Maine",154300,"Penobscot County, Maine",5679
"G2300310","2019","ME",,,"Maine","23","York County","031",,,,,,,,,,,,,,,,,,"05000US23031","York County, Maine",273700,"York County, Maine",9138
"G2400010","2019","MD",,,"Maryland","24","Allegany County","001",,,,,,,,,,,,,,,,,,"05000US24001","Allegany County, Maryland",124800,"Allegany County, Maryland",9395
"G2400030","2019","MD",,,"Maryland","24","Anne Arundel County","003",,,,,,,,,,,,,,,,,,"05000US24003","Anne Arundel County, Maryland",371500,"Anne Arundel County, Maryland",7594
"G2400050","2019","MD",,,"Maryland","24","Baltimore County","005",,,,,,,,,,,,,,,,,,"05000US24005","Baltimore County, Maryland",274600,"Baltimore County, Maryland",4095
"G2400090","2019","MD",,,"Maryland","24","Calvert County","009",,,,,,,,,,,,,,,,,,"05000US24009","Calvert County, Maryland",371700,"Calvert County, Maryland",12260
"G2400130","2019","MD",,,"Maryland","24","Carroll County","013",,,,,,,,,,,,,,,,,,"05000US24013","Carroll County, Maryland",355700,"Carroll County, Maryland",7880
"G2400150","2019","MD",,,"Maryland","24","Cecil County","015",,,,,,,,,,,,,,,,,,"05000US24015","Cecil County, Maryland",258000,"Cecil County, Maryland",10950
"G2400170","2019","MD",,,"Maryland","24","Charles County","017",,,,,,,,,,,,,,,,,,"05000US24017","Charles County, Maryland",327700,"Charles County, Maryland",9491
"G2400210","2019","MD",,,"Maryland","24","Frederick County","021",,,,,,,,,,,,,,,,,,"05000US24021","Frederick County, Maryland",344900,"Frederick County, Maryland",6922
"G2400250","2019","MD",,,"Maryland","24","Harford County","025",,,,,,,,,,,,,,,,,,"05000US24025","Harford County, Maryland",308700,"Harford County, Maryland",9691
"G2400270","2019","MD",,,"Maryland","24","Howard County","027",,,,,,,,,,,,,,,,,,"05000US24027","Howard County, Maryland",482100,"Howard County, Maryland",13007
"G2400310","2019","MD",,,"Maryland","24","Montgomery County","031",,,,,,,,,,,,,,,,,,"05000US24031","Montgomery County, Maryland",496900,"Montgomery County, Maryland",9130
"G2400330","2019","MD",,,"Maryland","24","Prince George's County","033",,,,,,,,,,,,,,,,,,"05000US24033","Prince George's County, Maryland",334200,"Prince George's County, Maryland",3443
"G2400370","2019","MD",,,"Maryland","24","St. Mary's County","037",,,,,,,,,,,,,,,,,,"05000US24037","St. Mary's County, Maryland",320700,"St. Mary's County, Maryland",16647
"G2400430","2019","MD",,,"Maryland","24","Washington County","043",,,,,,,,,,,,,,,,,,"05000US24043","Washington County, Maryland",212400,"Washington County, Maryland",10826
"G2400450","2019","MD",,,"Maryland","24","Wicomico County","045",,,,,,,,,,,,,,,,,,"05000US24045","Wicomico County, Maryland",195100,"Wicomico County, Maryland",11471
"G2405100","2019","MD",,,"Maryland","24","Baltimore city","510",,,,,,,,,,,,,,,,,,"05000US24510","Baltimore city, Maryland",179100,"Baltimore city, Maryland",6268
"G2500010","2019","MA",,,"Massachusetts","25","Barnstable County","001",,,,,,,,,,,,,,,,,,"05000US25001","Barnstable County, Massachusetts",409700,"Barnstable County, Massachusetts",11633
"G2500030","2019","MA",,,"Massachusetts","25","Berkshire County","003",,,,,,,,,,,,,,,,,,"05000US25003","Berkshire County, Massachusetts",229900,"Berkshire County, Massachusetts",10946
"G2500050","2019","MA",,,"Massachusetts","25","Bristol County","005",,,,,,,,,,,,,,,,,,"05000US25005","Bristol County, Massachusetts",329200,"Bristol County, Massachusetts",6139
"G2500090","2019","MA",,,"Massachusetts","25","Essex County","009",,,,,,,,,,,,,,,,,,"05000US25009","Essex County, Massachusetts",465400,"Essex County, Massachusetts",8274
"G2500110","2019","MA",,,"Massachusetts","25","Franklin County","011",,,,,,,,,,,,,,,,,,"05000US25011","Franklin County, Massachusetts",244600,"Franklin County, Massachusetts",13370
"G2500130","2019","MA",,,"Massachusetts","25","Hampden County","013",,,,,,,,,,,,,,,,,,"05000US25013","Hampden County, Massachusetts",224200,"Hampden County, Massachusetts",4168
"G2500150","2019","MA",,,"Massachusetts","25","Hampshire County","015",,,,,,,,,,,,,,,,,,"05000US25015","Hampshire County, Massachusetts",291300,"Hampshire County, Massachusetts",8327
"G2500170","2019","MA",,,"Massachusetts","25","Middlesex County","017",,,,,,,,,,,,,,,,,,"05000US25017","Middlesex County, Massachusetts",569800,"Middlesex County, Massachusetts",7248
"G2500210","2019","MA",,,"Massachusetts","25","Norfolk County","021",,,,,,,,,,,,,,,,,,"05000US25021","Norfolk County, Massachusetts",514900,"Norfolk County, Massachusetts",15045
"G2500230","2019","MA",,,"Massachusetts","25","Plymouth County","023",,,,,,,,,,,,,,,,,,"05000US25023","Plymouth County, Massachusetts",396400,"Plymouth County, Massachusetts",7584
"G2500250","2019","MA",,,"Massachusetts","25","Suffolk County","025",,,,,,,,,,,,,,,,,,"05000US25025","Suffolk County, Massachusetts",593900,"Suffolk County, Massachusetts",14306
"G2500270","2019","MA",,,"Massachusetts","25","Worcester County","027",,,,,,,,,,,,,,,,,,"05000US25027","Worcester County, Massachusetts",310200,"Worcester County, Massachusetts",5876
"G2600050","2019","MI",,,"Michigan","26","Allegan County","005",,,,,,,,,,,,,,,,,,"05000US26005","Allegan County, Michigan",189200,"Allegan County, Michigan",9909
"G2600170","2019","MI",,,"Michigan","26","Bay County","017",,,,,,,,,,,,,,,,,,"05000US26017","Bay County, Michigan",108900,"Bay County, Michigan",4632
"G2600210","2019","MI",,,"Michigan","26","Berrien County","021",,,,,,,,,,,,,,,,,,"05000US26021","Berrien County, Michigan",156900,"Berrien County, Michigan",7741
"G2600250","2019","MI",,,"Michigan","26","Calhoun County","025",,,,,,,,,,,,,,,,,,"05000US26025","Calhoun County, Michigan",115700,"Calhoun County, Michigan",5310
"G2600370","2019","MI",,,"Michigan","26","Clinton County","037",,,,,,,,,,,,,,,,,,"05000US26037","Clinton County, Michigan",192400,"Clinton County, Michigan",7373
"G2600450","2019","MI",,,"Michigan","26","Eaton County","045",,,,,,,,,,,,,,,,,,"05000US26045","Eaton County, Michigan",169900,"Eaton County, Michigan",6026
"G2600490","2019","MI",,,"Michigan","26","Genesee County","049",,,,,,,,,,,,,,,,,,"05000US26049","Genesee County, Michigan",128900,"Genesee County, Michigan",5762
"G2600550","2019","MI",,,"Michigan","26","Grand Traverse County","055",,,,,,,,,,,,,,,,,,"05000US26055","Grand Traverse County, Michigan",241800,"Grand Traverse County, Michigan",11710
"G2600650","2019","MI",,,"Michigan","26","Ingham County","065",,,,,,,,,,,,,,,,,,"05000US26065","Ingham County, Michigan",146600,"Ingham County, Michigan",6133
"G2600730","2019","MI",,,"Michigan","26","Isabella County","073",,,,,,,,,,,,,,,,,,"05000US26073","Isabella County, Michigan",137800,"Isabella County, Michigan",9960
"G2600750","2019","MI",,,"Michigan","26","Jackson County","075",,,,,,,,,,,,,,,,,,"05000US26075","Jackson County, Michigan",142900,"Jackson County, Michigan",6700
"G2600770","2019","MI",,,"Michigan","26","Kalamazoo County","077",,,,,,,,,,,,,,,,,,"05000US26077","Kalamazoo County, Michigan",171800,"Kalamazoo County, Michigan",6041
"G2600810","2019","MI",,,"Michigan","26","Kent County","081",,,,,,,,,,,,,,,,,,"05000US26081","Kent County, Michigan",201500,"Kent County, Michigan",5494
"G2600870","2019","MI",,,"Michigan","26","Lapeer County","087",,,,,,,,,,,,,,,,,,"05000US26087","Lapeer County, Michigan",190400,"Lapeer County, Michigan",10281
"G2600910","2019","MI",,,"Michigan","26","Lenawee County","091",,,,,,,,,,,,,,,,,,"05000US26091","Lenawee County, Michigan",144300,"Lenawee County, Michigan",9413
"G2600930","2019","MI",,,"Michigan","26","Livingston County","093",,,,,,,,,,,,,,,,,,"05000US26093","Livingston County, Michigan",274200,"Livingston County, Michigan",6523
"G2600990","2019","MI",,,"Michigan","26","Macomb County","099",,,,,,,,,,,,,,,,,,"05000US26099","Macomb County, Michigan",188300,"Macomb County, Michigan",3726
"G2601030","2019","MI",,,"Michigan","26","Marquette County","103",,,,,,,,,,,,,,,,,,"05000US26103","Marquette County, Michigan",150600,"Marquette County, Michigan",11677
"G2601110","2019","MI",,,"Michigan","26","Midland County","111",,,,,,,,,,,,,,,,,,"05000US26111","Midland County, Michigan",152300,"Midland County, Michigan",8188
"G2601150","2019","MI",,,"Michigan","26","Monroe County","115",,,,,,,,,,,,,,,,,,"05000US26115","Monroe County, Michigan",173200,"Monroe County, Michigan",6397
"G2601210","2019","MI",,,"Michigan","26","Muskegon County","121",,,,,,,,,,,,,,,,,,"05000US26121","Muskegon County, Michigan",131100,"Muskegon County, Michigan",5981
"G2601250","2019","MI",,,"Michigan","26","Oakland County","125",,,,,,,,,,,,,,,,,,"05000US26125","Oakland County, Michigan",264100,"Oakland County, Michigan",3651
"G2601390","2019","MI",,,"Michigan","26","Ottawa County","139",,,,,,,,,,,,,,,,,,"05000US26139","Ottawa County, Michigan",220300,"Ottawa County, Michigan",6411
"G2601450","2019","MI",,,"Michigan","26","Saginaw County","145",,,,,,,,,,,,,,,,,,"05000US26145","Saginaw County, Michigan",108300,"Saginaw County, Michigan",6418
"G2601470","2019","MI",,,"Michigan","26","St. Clair County","147",,,,,,,,,,,,,,,,,,"05000US26147","St. Clair County, Michigan",169600,"St. Clair County, Michigan",4639
"G2601550","2019","MI",,,"Michigan","26","Shiawassee County","155",,,,,,,,,,,,,,,,,,"05000US26155","Shiawassee County, Michigan",138400,"Shiawassee County, Michigan",9964
"G2601590","2019","MI",,,"Michigan","26","Van Buren County","159",,,,,,,,,,,,,,,,,,"05000US26159","Van Buren County, Michigan",152700,"Van Buren County, Michigan",8600
"G2601610","2019","MI",,,"Michigan","26","Washtenaw County","161",,,,,,,,,,,,,,,,,,"05000US26161","Washtenaw County, Michigan",295300,"Washtenaw County, Michigan",8408
"G2601630","2019","MI",,,"Michigan","26","Wayne County","163",,,,,,,,,,,,,,,,,,"05000US26163","Wayne County, Michigan",134300,"Wayne County, Michigan",2513
"G2700030","2019","MN",,,"Minnesota","27","Anoka County","003",,,,,,,,,,,,,,,,,,"05000US27003","Anoka County, Minnesota",262200,"Anoka County, Minnesota",5159
"G2700130","2019","MN",,,"Minnesota","27","Blue Earth County","013",,,,,,,,,,,,,,,,,,"05000US27013","Blue Earth County, Minnesota",197000,"Blue Earth County, Minnesota",7312
"G2700190","2019","MN",,,"Minnesota","27","Carver County","019",,,,,,,,,,,,,,,,,,"05000US27019","Carver County, Minnesota",335200,"Carver County, Minnesota",11336
"G2700350","2019","MN",,,"Minnesota","27","Crow Wing County","035",,,,,,,,,,,,,,,,,,"05000US27035","Crow Wing County, Minnesota",196900,"Crow Wing County, Minnesota",10354
"G2700370","2019","MN",,,"Minnesota","27","Dakota County","037",,,,,,,,,,,,,,,,,,"05000US27037","Dakota County, Minnesota",291000,"Dakota County, Minnesota",5624
"G2700530","2019","MN",,,"Minnesota","27","Hennepin County","053",,,,,,,,,,,,,,,,,,"05000US27053","Hennepin County, Minnesota",306000,"Hennepin County, Minnesota",5288
"G2701090","2019","MN",,,"Minnesota","27","Olmsted County","109",,,,,,,,,,,,,,,,,,"05000US27109","Olmsted County, Minnesota",241700,"Olmsted County, Minnesota",7510
"G2701230","2019","MN",,,"Minnesota","27","Ramsey County","123",,,,,,,,,,,,,,,,,,"05000US27123","Ramsey County, Minnesota",248400,"Ramsey County, Minnesota",4853
"G2701310","2019","MN",,,"Minnesota","27","Rice County","131",,,,,,,,,,,,,,,,,,"05000US27131","Rice County, Minnesota",245900,"Rice County, Minnesota",11794
"G2701370","2019","MN",,,"Minnesota","27","St. Louis County","137",,,,,,,,,,,,,,,,,,"05000US27137","St. Louis County, Minnesota",168900,"St. Louis County, Minnesota",5763
"G2701390","2019","MN",,,"Minnesota","27","Scott County","139",,,,,,,,,,,,,,,,,,"05000US27139","Scott County, Minnesota",338500,"Scott County, Minnesota",8765
"G2701410","2019","MN",,,"Minnesota","27","Sherburne County","141",,,,,,,,,,,,,,,,,,"05000US27141","Sherburne County, Minnesota",255300,"Sherburne County, Minnesota",9285
"G2701450","2019","MN",,,"Minnesota","27","Stearns County","145",,,,,,,,,,,,,,,,,,"05000US27145","Stearns County, Minnesota",203000,"Stearns County, Minnesota",8373
"G2701630","2019","MN",,,"Minnesota","27","Washington County","163",,,,,,,,,,,,,,,,,,"05000US27163","Washington County, Minnesota",318200,"Washington County, Minnesota",9163
"G2701710","2019","MN",,,"Minnesota","27","Wright County","171",,,,,,,,,,,,,,,,,,"05000US27171","Wright County, Minnesota",265700,"Wright County, Minnesota",11185
"G2800330","2019","MS",,,"Mississippi","28","DeSoto County","033",,,,,,,,,,,,,,,,,,"05000US28033","DeSoto County, Mississippi",188600,"DeSoto County, Mississippi",10034
"G2800350","2019","MS",,,"Mississippi","28","Forrest County","035",,,,,,,,,,,,,,,,,,"05000US28035","Forrest County, Mississippi",116000,"Forrest County, Mississippi",13298
"G2800470","2019","MS",,,"Mississippi","28","Harrison County","047",,,,,,,,,,,,,,,,,,"05000US28047","Harrison County, Mississippi",162900,"Harrison County, Mississippi",7597
"G2800490","2019","MS",,,"Mississippi","28","Hinds County","049",,,,,,,,,,,,,,,,,,"05000US28049","Hinds County, Mississippi",127900,"Hinds County, Mississippi",6781
"G2800590","2019","MS",,,"Mississippi","28","Jackson County","059",,,,,,,,,,,,,,,,,,"05000US28059","Jackson County, Mississippi",146700,"Jackson County, Mississippi",7674
"G2800670","2019","MS",,,"Mississippi","28","Jones County","067",,,,,,,,,,,,,,,,,,"05000US28067","Jones County, Mississippi",104900,"Jones County, Mississippi",11545
"G2800750","2019","MS",,,"Mississippi","28","Lauderdale County","075",,,,,,,,,,,,,,,,,,"05000US28075","Lauderdale County, Mississippi",122000,"Lauderdale County, Mississippi",27173
"G2800810","2019","MS",,,"Mississippi","28","Lee County","081",,,,,,,,,,,,,,,,,,"05000US28081","Lee County, Mississippi",145100,"Lee County, Mississippi",11670
"G2800890","2019","MS",,,"Mississippi","28","Madison County","089",,,,,,,,,,,,,,,,,,"05000US28089","Madison County, Mississippi",227300,"Madison County, Mississippi",19623
"G2801210","2019","MS",,,"Mississippi","28","Rankin County","121",,,,,,,,,,,,,,,,,,"05000US28121","Rankin County, Mississippi",170000,"Rankin County, Mississippi",8117
"G2900190","2019","MO",,,"Missouri","29","Boone County","019",,,,,,,,,,,,,,,,,,"05000US29019","Boone County, Missouri",199700,"Boone County, Missouri",10548
"G2900210","2019","MO",,,"Missouri","29","Buchanan County","021",,,,,,,,,,,,,,,,,,"05000US29021","Buchanan County, Missouri",121800,"Buchanan County, Missouri",6974
"G2900310","2019","MO",,,"Missouri","29","Cape Girardeau County","031",,,,,,,,,,,,,,,,,,"05000US29031","Cape Girardeau County, Missouri",171200,"Cape Girardeau County, Missouri",10306
"G2900370","2019","MO",,,"Missouri","29","Cass County","037",,,,,,,,,,,,,,,,,,"05000US29037","Cass County, Missouri",206200,"Cass County, Missouri",11593
"G2900430","2019","MO",,,"Missouri","29","Christian County","043",,,,,,,,,,,,,,,,,,"05000US29043","Christian County, Missouri",185500,"Christian County, Missouri",10770
"G2900470","2019","MO",,,"Missouri","29","Clay County","047",,,,,,,,,,,,,,,,,,"05000US29047","Clay County, Missouri",195800,"Clay County, Missouri",7462
"G2900510","2019","MO",,,"Missouri","29","Cole County","051",,,,,,,,,,,,,,,,,,"05000US29051","Cole County, Missouri",165500,"Cole County, Missouri",8574
"G2900710","2019","MO",,,"Missouri","29","Franklin County","071",,,,,,,,,,,,,,,,,,"05000US29071","Franklin County, Missouri",166800,"Franklin County, Missouri",12794
"G2900770","2019","MO",,,"Missouri","29","Greene County","077",,,,,,,,,,,,,,,,,,"05000US29077","Greene County, Missouri",157400,"Greene County, Missouri",6324
"G2900950","2019","MO",,,"Missouri","29","Jackson County","095",,,,,,,,,,,,,,,,,,"05000US29095","Jackson County, Missouri",163800,"Jackson County, Missouri",3346
"G2900970","2019","MO",,,"Missouri","29","Jasper County","097",,,,,,,,,,,,,,,,,,"05000US29097","Jasper County, Missouri",119200,"Jasper County, Missouri",9096
"G2900990","2019","MO",,,"Missouri","29","Jefferson County","099",,,,,,,,,,,,,,,,,,"05000US29099","Jefferson County, Missouri",166600,"Jefferson County, Missouri",4295
"G2901650","2019","MO",,,"Missouri","29","Platte County","165",,,,,,,,,,,,,,,,,,"05000US29165","Platte County, Missouri",241100,"Platte County, Missouri",10426
"G2901830","2019","MO",,,"Missouri","29","St. Charles County","183",,,,,,,,,,,,,,,,,,"05000US29183","St. Charles County, Missouri",237900,"St. Charles County, Missouri",3897
"G2901870","2019","MO",,,"Missouri","29","St. Francois County","187",,,,,,,,,,,,,,,,,,"05000US29187","St. Francois County, Missouri",113200,"St. Francois County, Missouri",18178
"G2901890","2019","MO",,,"Missouri","29","St. Louis County","189",,,,,,,,,,,,,,,,,,"05000US29189","St. Louis County, Missouri",214300,"St. Louis County, Missouri",5537
"G2905100","2019","MO",,,"Missouri","29","St. Louis city","510",,,,,,,,,,,,,,,,,,"05000US29510","St. Louis city, Missouri",150700,"St. Louis city, Missouri",6958
"G3000130","2019","MT",,,"Montana","30","Cascade County","013",,,,,,,,,,,,,,,,,,"05000US30013","Cascade County, Montana",190100,"Cascade County, Montana",7213
"G3000290","2019","MT",,,"Montana","30","Flathead County","029",,,,,,,,,,,,,,,,,,"05000US30029","Flathead County, Montana",306500,"Flathead County, Montana",18984
"G3000310","2019","MT",,,"Montana","30","Gallatin County","031",,,,,,,,,,,,,,,,,,"05000US30031","Gallatin County, Montana",414200,"Gallatin County, Montana",22849
"G3000490","2019","MT",,,"Montana","30","Lewis and Clark County","049",,,,,,,,,,,,,,,,,,"05000US30049","Lewis and Clark County, Montana",279500,"Lewis and Clark County, Montana",15576
"G3000630","2019","MT",,,"Montana","30","Missoula County","063",,,,,,,,,,,,,,,,,,"05000US30063","Missoula County, Montana",308500,"Missoula County, Montana",21271
"G3001110","2019","MT",,,"Montana","30","Yellowstone County","111",,,,,,,,,,,,,,,,,,"05000US30111","Yellowstone County, Montana",239800,"Yellowstone County, Montana",7168
"G3100550","2019","NE",,,"Nebraska","31","Douglas County","055",,,,,,,,,,,,,,,,,,"05000US31055","Douglas County, Nebraska",190200,"Douglas County, Nebraska",2772
"G3101090","2019","NE",,,"Nebraska","31","Lancaster County","109",,,,,,,,,,,,,,,,,,"05000US31109","Lancaster County, Nebraska",197500,"Lancaster County, Nebraska",6083
"G3101530","2019","NE",,,"Nebraska","31","Sarpy County","153",,,,,,,,,,,,,,,,,,"05000US31153","Sarpy County, Nebraska",219900,"Sarpy County, Nebraska",6586
"G3200030","2019","NV",,,"Nevada","32","Clark County","003",,,,,,,,,,,,,,,,,,"05000US32003","Clark County, Nevada",313100,"Clark County, Nevada",3811
"G3200310","2019","NV",,,"Nevada","32","Washoe County","031",,,,,,,,,,,,,,,,,,"05000US32031","Washoe County, Nevada",383400,"Washoe County, Nevada",7039
"G3300050","2019","NH",,,"New Hampshire","33","Cheshire County","005",,,,,,,,,,,,,,,,,,"05000US33005","Cheshire County, New Hampshire",205400,"Cheshire County, New Hampshire",10833
"G3300090","2019","NH",,,"New Hampshire","33","Grafton County","009",,,,,,,,,,,,,,,,,,"05000US33009","Grafton County, New Hampshire",220000,"Grafton County, New Hampshire",12856
"G3300110","2019","NH",,,"New Hampshire","33","Hillsborough County","011",,,,,,,,,,,,,,,,,,"05000US33011","Hillsborough County, New Hampshire",293300,"Hillsborough County, New Hampshire",5375
"G3300130","2019","NH",,,"New Hampshire","33","Merrimack County","013",,,,,,,,,,,,,,,,,,"05000US33013","Merrimack County, New Hampshire",252300,"Merrimack County, New Hampshire",9644
"G3300150","2019","NH",,,"New Hampshire","33","Rockingham County","015",,,,,,,,,,,,,,,,,,"05000US33015","Rockingham County, New Hampshire",360500,"Rockingham County, New Hampshire",7300
"G3300170","2019","NH",,,"New Hampshire","33","Strafford County","017",,,,,,,,,,,,,,,,,,"05000US33017","Strafford County, New Hampshire",261200,"Strafford County, New Hampshire",11709
"G3400010","2019","NJ",,,"New Jersey","34","Atlantic County","001",,,,,,,,,,,,,,,,,,"05000US34001","Atlantic County, New Jersey",214900,"Atlantic County, New Jersey",6369
"G3400030","2019","NJ",,,"New Jersey","34","Bergen County","003",,,,,,,,,,,,,,,,,,"05000US34003","Bergen County, New Jersey",479300,"Bergen County, New Jersey",6659
"G3400050","2019","NJ",,,"New Jersey","34","Burlington County","005",,,,,,,,,,,,,,,,,,"05000US34005","Burlington County, New Jersey",262400,"Burlington County, New Jersey",7357
"G3400070","2019","NJ",,,"New Jersey","34","Camden County","007",,,,,,,,,,,,,,,,,,"05000US34007","Camden County, New Jersey",206500,"Camden County, New Jersey",4925
"G3400090","2019","NJ",,,"New Jersey","34","Cape May County","009",,,,,,,,,,,,,,,,,,"05000US34009","Cape May County, New Jersey",320900,"Cape May County, New Jersey",21589
"G3400110","2019","NJ",,,"New Jersey","34","Cumberland County","011",,,,,,,,,,,,,,,,,,"05000US34011","Cumberland County, New Jersey",164900,"Cumberland County, New Jersey",8241
"G3400130","2019","NJ",,,"New Jersey","34","Essex County","013",,,,,,,,,,,,,,,,,,"05000US34013","Essex County, New Jersey",400400,"Essex County, New Jersey",9636
"G3400150","2019","NJ",,,"New Jersey","34","Gloucester County","015",,,,,,,,,,,,,,,,,,"05000US34015","Gloucester County, New Jersey",222800,"Gloucester County, New Jersey",4882
"G3400170","2019","NJ",,,"New Jersey","34","Hudson County","017",,,,,,,,,,,,,,,,,,"05000US34017","Hudson County, New Jersey",421600,"Hudson County, New Jersey",17741
"G3400190","2019","NJ",,,"New Jersey","34","Hunterdon County","019",,,,,,,,,,,,,,,,,,"05000US34019","Hunterdon County, New Jersey",423600,"Hunterdon County, New Jersey",17754
"G3400210","2019","NJ",,,"New Jersey","34","Mercer County","021",,,,,,,,,,,,,,,,,,"05000US34021","Mercer County, New Jersey",291600,"Mercer County, New Jersey",10824
"G3400230","2019","NJ",,,"New Jersey","34","Middlesex County","023",,,,,,,,,,,,,,,,,,"05000US34023","Middlesex County, New Jersey",359000,"Middlesex County, New Jersey",4357
"G3400250","2019","NJ",,,"New Jersey","34","Monmouth County","025",,,,,,,,,,,,,,,,,,"05000US34025","Monmouth County, New Jersey",445000,"Monmouth County, New Jersey",8070
"G3400270","2019","NJ",,,"New Jersey","34","Morris County","027",,,,,,,,,,,,,,,,,,"05000US34027","Morris County, New Jersey",481000,"Morris County, New Jersey",9426
"G3400290","2019","NJ",,,"New Jersey","34","Ocean County","029",,,,,,,,,,,,,,,,,,"05000US34029","Ocean County, New Jersey",292100,"Ocean County, New Jersey",5201
"G3400310","2019","NJ",,,"New Jersey","34","Passaic County","031",,,,,,,,,,,,,,,,,,"05000US34031","Passaic County, New Jersey",360100,"Passaic County, New Jersey",6460
"G3400330","2019","NJ",,,"New Jersey","34","Salem County","033",,,,,,,,,,,,,,,,,,"05000US34033","Salem County, New Jersey",183800,"Salem County, New Jersey",9102
"G3400350","2019","NJ",,,"New Jersey","34","Somerset County","035",,,,,,,,,,,,,,,,,,"05000US34035","Somerset County, New Jersey",440800,"Somerset County, New Jersey",14214
"G3400370","2019","NJ",,,"New Jersey","34","Sussex County","037",,,,,,,,,,,,,,,,,,"05000US34037","Sussex County, New Jersey",279600,"Sussex County, New Jersey",8932
"G3400390","2019","NJ",,,"New Jersey","34","Union County","039",,,,,,,,,,,,,,,,,,"05000US34039","Union County, New Jersey",380100,"Union County, New Jersey",6638
"G3400410","2019","NJ",,,"New Jersey","34","Warren County","041",,,,,,,,,,,,,,,,,,"05000US34041","Warren County, New Jersey",262300,"Warren County, New Jersey",13150
"G3500010","2019","NM",,,"New Mexico","35","Bernalillo County","001",,,,,,,,,,,,,,,,,,"05000US35001","Bernalillo County, New Mexico",210900,"Bernalillo County, New Mexico",4113
"G3500050","2019","NM",,,"New Mexico","35","Chaves County","005",,,,,,,,,,,,,,,,,,"05000US35005","Chaves County, New Mexico",99400,"Chaves County, New Mexico",15676
"G3500130","2019","NM",,,"New Mexico","35","Doña Ana County","013",,,,,,,,,,,,,,,,,,"05000US35013","Doña Ana County, New Mexico",157300,"Doña Ana County, New Mexico",7026
"G3500250","2019","NM",,,"New Mexico","35","Lea County","025",,,,,,,,,,,,,,,,,,"05000US35025","Lea County, New Mexico",147900,"Lea County, New Mexico",12255
"G3500310","2019","NM",,,"New Mexico","35","McKinley County","031",,,,,,,,,,,,,,,,,,"05000US35031","McKinley County, New Mexico",57400,"McKinley County, New Mexico",3718
"G3500350","2019","NM",,,"New Mexico","35","Otero County","035",,,,,,,,,,,,,,,,,,"05000US35035","Otero County, New Mexico",119100,"Otero County, New Mexico",20065
"G3500430","2019","NM",,,"New Mexico","35","Sandoval County","043",,,,,,,,,,,,,,,,,,"05000US35043","Sandoval County, New Mexico",217900,"Sandoval County, New Mexico",12598
"G3500450","2019","NM",,,"New Mexico","35","San Juan County","045",,,,,,,,,,,,,,,,,,"05000US35045","San Juan County, New Mexico",154200,"San Juan County, New Mexico",12315
"G3500490","2019","NM",,,"New Mexico","35","Santa Fe County","049",,,,,,,,,,,,,,,,,,"05000US35049","Santa Fe County, New Mexico",314700,"Santa Fe County, New Mexico",17757
"G3500610","2019","NM",,,"New Mexico","35","Valencia County","061",,,,,,,,,,,,,,,,,,"05000US35061","Valencia County, New Mexico",160900,"Valencia County, New Mexico",9493
"G3600010","2019","NY",,,"New York","36","Albany County","001",,,,,,,,,,,,,,,,,,"05000US36001","Albany County, New York",235000,"Albany County, New York",7032
"G3600050","2019","NY",,,"New York","36","Bronx County","005",,,,,,,,,,,,,,,,,,"05000US36005","Bronx County, New York",466900,"Bronx County, New York",12491
"G3600070","2019","NY",,,"New York","36","Broome County","007",,,,,,,,,,,,,,,,,,"05000US36007","Broome County, New York",118000,"Broome County, New York",5450
"G3600090","2019","NY",,,"New York","36","Cattaraugus County","009",,,,,,,,,,,,,,,,,,"05000US36009","Cattaraugus County, New York",93700,"Cattaraugus County, New York",4336
"G3600110","2019","NY",,,"New York","36","Cayuga County","011",,,,,,,,,,,,,,,,,,"05000US36011","Cayuga County, New York",132400,"Cayuga County, New York",6762
"G3600130","2019","NY",,,"New York","36","Chautauqua County","013",,,,,,,,,,,,,,,,,,"05000US36013","Chautauqua County, New York",95000,"Chautauqua County, New York",4280
"G3600150","2019","NY",,,"New York","36","Chemung County","015",,,,,,,,,,,,,,,,,,"05000US36015","Chemung County, New York",110900,"Chemung County, New York",7094
"G3600190","2019","NY",,,"New York","36","Clinton County","019",,,,,,,,,,,,,,,,,,"05000US36019","Clinton County, New York",152000,"Clinton County, New York",11266
