GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,AMWBE001,NAME_M,AMWBM001
"G53006300009001","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"000900","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630009001",,,"Block Group 1, Census Tract 9, Spokane County, Washington",182300,"Block Group 1, Census Tract 9, Spokane County, Washington",126033
"G53006300009002","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"000900","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630009002",,,"Block Group 2, Census Tract 9, Spokane County, Washington",173200,"Block Group 2, Census Tract 9, Spokane County, Washington",20927
"G53006300009003","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"000900","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630009003",,,"Block Group 3, Census Tract 9, Spokane County, Washington",191200,"Block Group 3, Census Tract 9, Spokane County, Washington",24238
"G53006300009004","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"000900","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630009004",,,"Block Group 4, Census Tract 9, Spokane County, Washington",166300,"Block Group 4, Census Tract 9, Spokane County, Washington",17354
"G53006300009005","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"000900","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630009005",,,"Block Group 5, Census Tract 9, Spokane County, Washington",251000,"Block Group 5, Census Tract 9, Spokane County, Washington",110197
"G53006300009006","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"000900","6",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630009006",,,"Block Group 6, Census Tract 9, Spokane County, Washington",194800,"Block Group 6, Census Tract 9, Spokane County, Washington",18429
"G53006300010001","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"001000","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630010001",,,"Block Group 1, Census Tract 10, Spokane County, Washington",212900,"Block Group 1, Census Tract 10, Spokane County, Washington",32220
"G53006300010002","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"001000","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630010002",,,"Block Group 2, Census Tract 10, Spokane County, Washington",251300,"Block Group 2, Census Tract 10, Spokane County, Washington",126822
"G53006300010003","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"001000","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630010003",,,"Block Group 3, Census Tract 10, Spokane County, Washington",241100,"Block Group 3, Census Tract 10, Spokane County, Washington",21850
"G53006300010004","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"001000","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630010004",,,"Block Group 4, Census Tract 10, Spokane County, Washington",203600,"Block Group 4, Census Tract 10, Spokane County, Washington",28881
"G53006300010005","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"001000","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630010005",,,"Block Group 5, Census Tract 10, Spokane County, Washington",227500,"Block Group 5, Census Tract 10, Spokane County, Washington",60007
"G53006300010006","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"001000","6",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630010006",,,"Block Group 6, Census Tract 10, Spokane County, Washington",173600,"Block Group 6, Census Tract 10, Spokane County, Washington",16626
"G53006300011001","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"001100","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630011001",,,"Block Group 1, Census Tract 11, Spokane County, Washington",226500,"Block Group 1, Census Tract 11, Spokane County, Washington",26114
"G53006300011002","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"001100","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630011002",,,"Block Group 2, Census Tract 11, Spokane County, Washington",218200,"Block Group 2, Census Tract 11, Spokane County, Washington",36503
"G53006300011003","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"001100","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630011003",,,"Block Group 3, Census Tract 11, Spokane County, Washington",185500,"Block Group 3, Census Tract 11, Spokane County, Washington",8003
"G53006300012001","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"001200","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630012001",,,"Block Group 1, Census Tract 12, Spokane County, Washington",169000,"Block Group 1, Census Tract 12, Spokane County, Washington",27477
"G53006300012002","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"001200","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630012002",,,"Block Group 2, Census Tract 12, Spokane County, Washington",170400,"Block Group 2, Census Tract 12, Spokane County, Washington",12504
"G53006300013001","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"001300","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630013001",,,"Block Group 1, Census Tract 13, Spokane County, Washington",159000,"Block Group 1, Census Tract 13, Spokane County, Washington",20503
"G53006300013002","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"001300","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630013002",,,"Block Group 2, Census Tract 13, Spokane County, Washington",170000,"Block Group 2, Census Tract 13, Spokane County, Washington",12231
"G53006300013003","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"001300","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630013003",,,"Block Group 3, Census Tract 13, Spokane County, Washington",159700,"Block Group 3, Census Tract 13, Spokane County, Washington",30124
"G53006300014001","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"001400","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630014001",,,"Block Group 1, Census Tract 14, Spokane County, Washington",138700,"Block Group 1, Census Tract 14, Spokane County, Washington",21837
"G53006300014002","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"001400","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630014002",,,"Block Group 2, Census Tract 14, Spokane County, Washington",156400,"Block Group 2, Census Tract 14, Spokane County, Washington",26097
"G53006300014003","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"001400","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630014003",,,"Block Group 3, Census Tract 14, Spokane County, Washington",154200,"Block Group 3, Census Tract 14, Spokane County, Washington",21994
"G53006300014004","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"001400","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630014004",,,"Block Group 4, Census Tract 14, Spokane County, Washington",135700,"Block Group 4, Census Tract 14, Spokane County, Washington",17601
"G53006300015001","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"001500","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630015001",,,"Block Group 1, Census Tract 15, Spokane County, Washington",152400,"Block Group 1, Census Tract 15, Spokane County, Washington",14026
"G53006300015002","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"001500","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630015002",,,"Block Group 2, Census Tract 15, Spokane County, Washington",151000,"Block Group 2, Census Tract 15, Spokane County, Washington",17333
"G53006300015003","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"001500","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630015003",,,"Block Group 3, Census Tract 15, Spokane County, Washington",157000,"Block Group 3, Census Tract 15, Spokane County, Washington",25902
"G53006300015004","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"001500","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630015004",,,"Block Group 4, Census Tract 15, Spokane County, Washington",114600,"Block Group 4, Census Tract 15, Spokane County, Washington",50608
"G53006300015005","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"001500","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630015005",,,"Block Group 5, Census Tract 15, Spokane County, Washington",131800,"Block Group 5, Census Tract 15, Spokane County, Washington",25919
"G53006300016001","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"001600","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630016001",,,"Block Group 1, Census Tract 16, Spokane County, Washington",132600,"Block Group 1, Census Tract 16, Spokane County, Washington",21236
"G53006300016002","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"001600","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630016002",,,"Block Group 2, Census Tract 16, Spokane County, Washington",126300,"Block Group 2, Census Tract 16, Spokane County, Washington",32192
"G53006300016003","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"001600","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630016003",,,"Block Group 3, Census Tract 16, Spokane County, Washington",123500,"Block Group 3, Census Tract 16, Spokane County, Washington",18183
"G53006300018001","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"001800","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630018001",,,"Block Group 1, Census Tract 18, Spokane County, Washington",223900,"Block Group 1, Census Tract 18, Spokane County, Washington",19815
"G53006300018002","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"001800","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630018002",,,"Block Group 2, Census Tract 18, Spokane County, Washington",176100,"Block Group 2, Census Tract 18, Spokane County, Washington",40791
"G53006300019001","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"001900","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630019001",,,"Block Group 1, Census Tract 19, Spokane County, Washington",180900,"Block Group 1, Census Tract 19, Spokane County, Washington",25763
"G53006300019002","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"001900","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630019002",,,"Block Group 2, Census Tract 19, Spokane County, Washington",181600,"Block Group 2, Census Tract 19, Spokane County, Washington",23182
"G53006300019003","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"001900","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630019003",,,"Block Group 3, Census Tract 19, Spokane County, Washington",149500,"Block Group 3, Census Tract 19, Spokane County, Washington",35045
"G53006300020001","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"002000","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630020001",,,"Block Group 1, Census Tract 20, Spokane County, Washington",146200,"Block Group 1, Census Tract 20, Spokane County, Washington",22490
"G53006300020002","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"002000","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630020002",,,"Block Group 2, Census Tract 20, Spokane County, Washington",166000,"Block Group 2, Census Tract 20, Spokane County, Washington",20295
"G53006300020003","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"002000","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630020003",,,"Block Group 3, Census Tract 20, Spokane County, Washington",119200,"Block Group 3, Census Tract 20, Spokane County, Washington",39783
"G53006300020004","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"002000","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630020004",,,"Block Group 4, Census Tract 20, Spokane County, Washington",115500,"Block Group 4, Census Tract 20, Spokane County, Washington",8994
"G53006300020005","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"002000","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630020005",,,"Block Group 5, Census Tract 20, Spokane County, Washington",130300,"Block Group 5, Census Tract 20, Spokane County, Washington",16600
"G53006300021001","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"002100","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630021001",,,"Block Group 1, Census Tract 21, Spokane County, Washington",180500,"Block Group 1, Census Tract 21, Spokane County, Washington",11862
"G53006300021002","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"002100","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630021002",,,"Block Group 2, Census Tract 21, Spokane County, Washington",161700,"Block Group 2, Census Tract 21, Spokane County, Washington",21398
"G53006300023001","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"002300","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630023001",,,"Block Group 1, Census Tract 23, Spokane County, Washington",156300,"Block Group 1, Census Tract 23, Spokane County, Washington",154738
"G53006300023002","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"002300","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630023002",,,"Block Group 2, Census Tract 23, Spokane County, Washington",221200,"Block Group 2, Census Tract 23, Spokane County, Washington",50329
"G53006300023003","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"002300","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630023003",,,"Block Group 3, Census Tract 23, Spokane County, Washington",123700,"Block Group 3, Census Tract 23, Spokane County, Washington",27251
"G53006300023004","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"002300","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630023004",,,"Block Group 4, Census Tract 23, Spokane County, Washington",144200,"Block Group 4, Census Tract 23, Spokane County, Washington",44300
"G53006300024001","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"002400","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630024001",,,"Block Group 1, Census Tract 24, Spokane County, Washington",,"Block Group 1, Census Tract 24, Spokane County, Washington",
"G53006300024002","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"002400","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630024002",,,"Block Group 2, Census Tract 24, Spokane County, Washington",208800,"Block Group 2, Census Tract 24, Spokane County, Washington",129128
"G53006300025011","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"002501","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630025011",,,"Block Group 1, Census Tract 25.01, Spokane County, Washington",89100,"Block Group 1, Census Tract 25.01, Spokane County, Washington",73215
"G53006300025012","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"002501","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630025012",,,"Block Group 2, Census Tract 25.01, Spokane County, Washington",165300,"Block Group 2, Census Tract 25.01, Spokane County, Washington",20875
"G53006300025013","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"002501","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630025013",,,"Block Group 3, Census Tract 25.01, Spokane County, Washington",,"Block Group 3, Census Tract 25.01, Spokane County, Washington",
"G53006300025021","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"002502","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630025021",,,"Block Group 1, Census Tract 25.02, Spokane County, Washington",153800,"Block Group 1, Census Tract 25.02, Spokane County, Washington",31694
"G53006300025022","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"002502","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630025022",,,"Block Group 2, Census Tract 25.02, Spokane County, Washington",,"Block Group 2, Census Tract 25.02, Spokane County, Washington",
"G53006300025031","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"002503","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630025031",,,"Block Group 1, Census Tract 25.03, Spokane County, Washington",,"Block Group 1, Census Tract 25.03, Spokane County, Washington",
"G53006300026001","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"002600","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630026001",,,"Block Group 1, Census Tract 26, Spokane County, Washington",183500,"Block Group 1, Census Tract 26, Spokane County, Washington",121978
"G53006300026002","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"002600","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630026002",,,"Block Group 2, Census Tract 26, Spokane County, Washington",124500,"Block Group 2, Census Tract 26, Spokane County, Washington",13473
"G53006300026003","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"002600","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630026003",,,"Block Group 3, Census Tract 26, Spokane County, Washington",,"Block Group 3, Census Tract 26, Spokane County, Washington",
"G53006300026004","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"002600","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630026004",,,"Block Group 4, Census Tract 26, Spokane County, Washington",139500,"Block Group 4, Census Tract 26, Spokane County, Washington",26568
"G53006300029001","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"002900","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630029001",,,"Block Group 1, Census Tract 29, Spokane County, Washington",161400,"Block Group 1, Census Tract 29, Spokane County, Washington",24694
"G53006300029002","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"002900","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630029002",,,"Block Group 2, Census Tract 29, Spokane County, Washington",177200,"Block Group 2, Census Tract 29, Spokane County, Washington",38664
"G53006300029003","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"002900","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630029003",,,"Block Group 3, Census Tract 29, Spokane County, Washington",210300,"Block Group 3, Census Tract 29, Spokane County, Washington",105241
"G53006300030001","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"003000","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630030001",,,"Block Group 1, Census Tract 30, Spokane County, Washington",152900,"Block Group 1, Census Tract 30, Spokane County, Washington",35845
"G53006300030002","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"003000","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630030002",,,"Block Group 2, Census Tract 30, Spokane County, Washington",133100,"Block Group 2, Census Tract 30, Spokane County, Washington",17118
"G53006300031001","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"003100","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630031001",,,"Block Group 1, Census Tract 31, Spokane County, Washington",194900,"Block Group 1, Census Tract 31, Spokane County, Washington",26762
"G53006300031002","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"003100","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630031002",,,"Block Group 2, Census Tract 31, Spokane County, Washington",174100,"Block Group 2, Census Tract 31, Spokane County, Washington",19259
"G53006300031003","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"003100","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630031003",,,"Block Group 3, Census Tract 31, Spokane County, Washington",141800,"Block Group 3, Census Tract 31, Spokane County, Washington",56472
"G53006300031004","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"003100","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630031004",,,"Block Group 4, Census Tract 31, Spokane County, Washington",207600,"Block Group 4, Census Tract 31, Spokane County, Washington",38546
"G53006300032001","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"003200","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630032001",,,"Block Group 1, Census Tract 32, Spokane County, Washington",165000,"Block Group 1, Census Tract 32, Spokane County, Washington",69849
"G53006300032002","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"003200","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630032002",,,"Block Group 2, Census Tract 32, Spokane County, Washington",323000,"Block Group 2, Census Tract 32, Spokane County, Washington",209137
"G53006300032003","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"003200","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630032003",,,"Block Group 3, Census Tract 32, Spokane County, Washington",154400,"Block Group 3, Census Tract 32, Spokane County, Washington",30163
"G53006300032004","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"003200","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630032004",,,"Block Group 4, Census Tract 32, Spokane County, Washington",,"Block Group 4, Census Tract 32, Spokane County, Washington",
"G53006300035001","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"003500","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630035001",,,"Block Group 1, Census Tract 35, Spokane County, Washington",,"Block Group 1, Census Tract 35, Spokane County, Washington",
"G53006300035002","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"003500","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630035002",,,"Block Group 2, Census Tract 35, Spokane County, Washington",208300,"Block Group 2, Census Tract 35, Spokane County, Washington",124379
"G53006300035003","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"003500","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630035003",,,"Block Group 3, Census Tract 35, Spokane County, Washington",602700,"Block Group 3, Census Tract 35, Spokane County, Washington",111209
"G53006300035004","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"003500","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630035004",,,"Block Group 4, Census Tract 35, Spokane County, Washington",,"Block Group 4, Census Tract 35, Spokane County, Washington",
"G53006300036011","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"003601","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630036011",,,"Block Group 1, Census Tract 36.01, Spokane County, Washington",485200,"Block Group 1, Census Tract 36.01, Spokane County, Washington",52562
"G53006300036012","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"003601","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630036012",,,"Block Group 2, Census Tract 36.01, Spokane County, Washington",194000,"Block Group 2, Census Tract 36.01, Spokane County, Washington",58941
"G53006300036021","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"003602","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630036021",,,"Block Group 1, Census Tract 36.02, Spokane County, Washington",,"Block Group 1, Census Tract 36.02, Spokane County, Washington",
"G53006300036022","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"003602","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630036022",,,"Block Group 2, Census Tract 36.02, Spokane County, Washington",190000,"Block Group 2, Census Tract 36.02, Spokane County, Washington",62880
"G53006300036023","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"003602","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630036023",,,"Block Group 3, Census Tract 36.02, Spokane County, Washington",,"Block Group 3, Census Tract 36.02, Spokane County, Washington",
"G53006300038001","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"003800","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630038001",,,"Block Group 1, Census Tract 38, Spokane County, Washington",177600,"Block Group 1, Census Tract 38, Spokane County, Washington",41506
"G53006300038002","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"003800","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630038002",,,"Block Group 2, Census Tract 38, Spokane County, Washington",221500,"Block Group 2, Census Tract 38, Spokane County, Washington",15329
"G53006300039001","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"003900","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630039001",,,"Block Group 1, Census Tract 39, Spokane County, Washington",54400,"Block Group 1, Census Tract 39, Spokane County, Washington",18249
"G53006300039002","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"003900","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630039002",,,"Block Group 2, Census Tract 39, Spokane County, Washington",219800,"Block Group 2, Census Tract 39, Spokane County, Washington",122873
"G53006300040011","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"004001","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630040011",,,"Block Group 1, Census Tract 40.01, Spokane County, Washington",161400,"Block Group 1, Census Tract 40.01, Spokane County, Washington",18945
"G53006300040012","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"004001","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630040012",,,"Block Group 2, Census Tract 40.01, Spokane County, Washington",271400,"Block Group 2, Census Tract 40.01, Spokane County, Washington",16796
"G53006300040013","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"004001","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630040013",,,"Block Group 3, Census Tract 40.01, Spokane County, Washington",292400,"Block Group 3, Census Tract 40.01, Spokane County, Washington",35000
"G53006300040021","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"004002","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630040021",,,"Block Group 1, Census Tract 40.02, Spokane County, Washington",261100,"Block Group 1, Census Tract 40.02, Spokane County, Washington",172794
"G53006300040022","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"004002","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630040022",,,"Block Group 2, Census Tract 40.02, Spokane County, Washington",116400,"Block Group 2, Census Tract 40.02, Spokane County, Washington",52955
"G53006300041001","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"004100","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630041001",,,"Block Group 1, Census Tract 41, Spokane County, Washington",331800,"Block Group 1, Census Tract 41, Spokane County, Washington",170469
"G53006300041002","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"004100","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630041002",,,"Block Group 2, Census Tract 41, Spokane County, Washington",310500,"Block Group 2, Census Tract 41, Spokane County, Washington",45207
"G53006300041003","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"004100","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630041003",,,"Block Group 3, Census Tract 41, Spokane County, Washington",336100,"Block Group 3, Census Tract 41, Spokane County, Washington",34284
"G53006300042001","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"004200","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630042001",,,"Block Group 1, Census Tract 42, Spokane County, Washington",378900,"Block Group 1, Census Tract 42, Spokane County, Washington",55145
"G53006300042002","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"004200","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630042002",,,"Block Group 2, Census Tract 42, Spokane County, Washington",258500,"Block Group 2, Census Tract 42, Spokane County, Washington",59725
"G53006300042003","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"004200","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630042003",,,"Block Group 3, Census Tract 42, Spokane County, Washington",290700,"Block Group 3, Census Tract 42, Spokane County, Washington",154590
"G53006300042004","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"004200","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630042004",,,"Block Group 4, Census Tract 42, Spokane County, Washington",361700,"Block Group 4, Census Tract 42, Spokane County, Washington",40482
"G53006300042005","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"004200","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630042005",,,"Block Group 5, Census Tract 42, Spokane County, Washington",371200,"Block Group 5, Census Tract 42, Spokane County, Washington",30303
"G53006300043001","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"004300","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630043001",,,"Block Group 1, Census Tract 43, Spokane County, Washington",334000,"Block Group 1, Census Tract 43, Spokane County, Washington",38250
"G53006300043002","2016-2020","WA",,,"Washington","53","Spokane County","063",,,"004300","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530630043002",,,"Block Group 2, Census Tract 43, Spokane County, Washington",343100,"Block Group 2, Census Tract 43, Spokane County, Washington",30883
