GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,ADRWE001,NAME_M,ADRWM001
"G31930","2011-2015","US",,,,,,,,,,,,,,,,"Marietta, OH Micro Area","31930",,,,,,,,,,,,,,,,,"31000US31930",,,"Marietta, OH Micro Area",110700,"Marietta, OH Micro Area",3882
"G31940","2011-2015","US",,,,,,,,,,,,,,,,"Marinette, WI-MI Micro Area","31940",,,,,,,,,,,,,,,,,"31000US31940",,,"Marinette, WI-MI Micro Area",103500,"Marinette, WI-MI Micro Area",3219
"G31980","2011-2015","US",,,,,,,,,,,,,,,,"Marion, IN Micro Area","31980",,,,,,,,,,,,,,,,,"31000US31980",,,"Marion, IN Micro Area",82800,"Marion, IN Micro Area",2009
"G32000","2011-2015","US",,,,,,,,,,,,,,,,"Marion, NC Micro Area","32000",,,,,,,,,,,,,,,,,"31000US32000",,,"Marion, NC Micro Area",98400,"Marion, NC Micro Area",4752
"G32020","2011-2015","US",,,,,,,,,,,,,,,,"Marion, OH Micro Area","32020",,,,,,,,,,,,,,,,,"31000US32020",,,"Marion, OH Micro Area",96400,"Marion, OH Micro Area",2949
"G32100","2011-2015","US",,,,,,,,,,,,,,,,"Marquette, MI Micro Area","32100",,,,,,,,,,,,,,,,,"31000US32100",,,"Marquette, MI Micro Area",131400,"Marquette, MI Micro Area",3895
"G32140","2011-2015","US",,,,,,,,,,,,,,,,"Marshall, MN Micro Area","32140",,,,,,,,,,,,,,,,,"31000US32140",,,"Marshall, MN Micro Area",133700,"Marshall, MN Micro Area",5287
"G32180","2011-2015","US",,,,,,,,,,,,,,,,"Marshall, MO Micro Area","32180",,,,,,,,,,,,,,,,,"31000US32180",,,"Marshall, MO Micro Area",89700,"Marshall, MO Micro Area",4645
"G32220","2011-2015","US",,,,,,,,,,,,,,,,"Marshall, TX Micro Area","32220",,,,,,,,,,,,,,,,,"31000US32220",,,"Marshall, TX Micro Area",112700,"Marshall, TX Micro Area",5532
"G32260","2011-2015","US",,,,,,,,,,,,,,,,"Marshalltown, IA Micro Area","32260",,,,,,,,,,,,,,,,,"31000US32260",,,"Marshalltown, IA Micro Area",104500,"Marshalltown, IA Micro Area",3201
"G32280","2011-2015","US",,,,,,,,,,,,,,,,"Martin, TN Micro Area","32280",,,,,,,,,,,,,,,,,"31000US32280",,,"Martin, TN Micro Area",94100,"Martin, TN Micro Area",4917
"G32300","2011-2015","US",,,,,,,,,,,,,,,,"Martinsville, VA Micro Area","32300",,,,,,,,,,,,,,,,,"31000US32300",,,"Martinsville, VA Micro Area",94400,"Martinsville, VA Micro Area",3057
"G32340","2011-2015","US",,,,,,,,,,,,,,,,"Maryville, MO Micro Area","32340",,,,,,,,,,,,,,,,,"31000US32340",,,"Maryville, MO Micro Area",114500,"Maryville, MO Micro Area",7879
"G32380","2011-2015","US",,,,,,,,,,,,,,,,"Mason City, IA Micro Area","32380",,,,,,,,,,,,,,,,,"31000US32380",,,"Mason City, IA Micro Area",112600,"Mason City, IA Micro Area",3584
"G32420","2011-2015","PR",,,,,,,,,,,,,,,,"Mayagüez, PR Metro Area","32420",,,,,,,,,,,,,,,,,"31000US32420",,,"Mayagüez, PR Metro Area",102100,"Mayagüez, PR Metro Area",2966
"G32460","2011-2015","US",,,,,,,,,,,,,,,,"Mayfield, KY Micro Area","32460",,,,,,,,,,,,,,,,,"31000US32460",,,"Mayfield, KY Micro Area",92900,"Mayfield, KY Micro Area",4138
"G32500","2011-2015","US",,,,,,,,,,,,,,,,"Maysville, KY Micro Area","32500",,,,,,,,,,,,,,,,,"31000US32500",,,"Maysville, KY Micro Area",101100,"Maysville, KY Micro Area",8492
"G32540","2011-2015","US",,,,,,,,,,,,,,,,"McAlester, OK Micro Area","32540",,,,,,,,,,,,,,,,,"31000US32540",,,"McAlester, OK Micro Area",94500,"McAlester, OK Micro Area",3169
"G32580","2011-2015","US",,,,,,,,,,,,,,,,"McAllen-Edinburg-Mission, TX Metro Area","32580",,,,,,,,,,,,,,,,,"31000US32580",,,"McAllen-Edinburg-Mission, TX Metro Area",79200,"McAllen-Edinburg-Mission, TX Metro Area",1447
"G32620","2011-2015","US",,,,,,,,,,,,,,,,"McComb, MS Micro Area","32620",,,,,,,,,,,,,,,,,"31000US32620",,,"McComb, MS Micro Area",80000,"McComb, MS Micro Area",2964
"G32660","2011-2015","US",,,,,,,,,,,,,,,,"McMinnville, TN Micro Area","32660",,,,,,,,,,,,,,,,,"31000US32660",,,"McMinnville, TN Micro Area",97700,"McMinnville, TN Micro Area",4253
"G32700","2011-2015","US",,,,,,,,,,,,,,,,"McPherson, KS Micro Area","32700",,,,,,,,,,,,,,,,,"31000US32700",,,"McPherson, KS Micro Area",132900,"McPherson, KS Micro Area",5014
"G32740","2011-2015","US",,,,,,,,,,,,,,,,"Meadville, PA Micro Area","32740",,,,,,,,,,,,,,,,,"31000US32740",,,"Meadville, PA Micro Area",104800,"Meadville, PA Micro Area",2361
"G32780","2011-2015","US",,,,,,,,,,,,,,,,"Medford, OR Metro Area","32780",,,,,,,,,,,,,,,,,"31000US32780",,,"Medford, OR Metro Area",218100,"Medford, OR Metro Area",5263
"G32820","2011-2015","US",,,,,,,,,,,,,,,,"Memphis, TN-MS-AR Metro Area","32820",,,,,,,,,,,,,,,,,"31000US32820",,,"Memphis, TN-MS-AR Metro Area",133300,"Memphis, TN-MS-AR Metro Area",1274
"G32860","2011-2015","US",,,,,,,,,,,,,,,,"Menomonie, WI Micro Area","32860",,,,,,,,,,,,,,,,,"31000US32860",,,"Menomonie, WI Micro Area",153700,"Menomonie, WI Micro Area",3393
"G32900","2011-2015","US",,,,,,,,,,,,,,,,"Merced, CA Metro Area","32900",,,,,,,,,,,,,,,,,"31000US32900",,,"Merced, CA Metro Area",161200,"Merced, CA Metro Area",2605
"G32940","2011-2015","US",,,,,,,,,,,,,,,,"Meridian, MS Micro Area","32940",,,,,,,,,,,,,,,,,"31000US32940",,,"Meridian, MS Micro Area",81800,"Meridian, MS Micro Area",2274
"G32980","2011-2015","US",,,,,,,,,,,,,,,,"Merrill, WI Micro Area","32980",,,,,,,,,,,,,,,,,"31000US32980",,,"Merrill, WI Micro Area",132600,"Merrill, WI Micro Area",4248
"G33020","2011-2015","US",,,,,,,,,,,,,,,,"Mexico, MO Micro Area","33020",,,,,,,,,,,,,,,,,"31000US33020",,,"Mexico, MO Micro Area",91900,"Mexico, MO Micro Area",4037
"G33060","2011-2015","US",,,,,,,,,,,,,,,,"Miami, OK Micro Area","33060",,,,,,,,,,,,,,,,,"31000US33060",,,"Miami, OK Micro Area",82600,"Miami, OK Micro Area",1597
"G33100","2011-2015","US",,,,,,,,,,,,,,,,"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area","33100",,,,,,,,,,,,,,,,,"31000US33100",,,"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",197900,"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",1143
"G33140","2011-2015","US",,,,,,,,,,,,,,,,"Michigan City-La Porte, IN Metro Area","33140",,,,,,,,,,,,,,,,,"31000US33140",,,"Michigan City-La Porte, IN Metro Area",123300,"Michigan City-La Porte, IN Metro Area",3029
"G33180","2011-2015","US",,,,,,,,,,,,,,,,"Middlesborough, KY Micro Area","33180",,,,,,,,,,,,,,,,,"31000US33180",,,"Middlesborough, KY Micro Area",60400,"Middlesborough, KY Micro Area",4583
"G33220","2011-2015","US",,,,,,,,,,,,,,,,"Midland, MI Metro Area","33220",,,,,,,,,,,,,,,,,"31000US33220",,,"Midland, MI Metro Area",131200,"Midland, MI Metro Area",3322
"G33260","2011-2015","US",,,,,,,,,,,,,,,,"Midland, TX Metro Area","33260",,,,,,,,,,,,,,,,,"31000US33260",,,"Midland, TX Metro Area",164800,"Midland, TX Metro Area",3778
"G33300","2011-2015","US",,,,,,,,,,,,,,,,"Milledgeville, GA Micro Area","33300",,,,,,,,,,,,,,,,,"31000US33300",,,"Milledgeville, GA Micro Area",95400,"Milledgeville, GA Micro Area",5314
"G33340","2011-2015","US",,,,,,,,,,,,,,,,"Milwaukee-Waukesha-West Allis, WI Metro Area","33340",,,,,,,,,,,,,,,,,"31000US33340",,,"Milwaukee-Waukesha-West Allis, WI Metro Area",193600,"Milwaukee-Waukesha-West Allis, WI Metro Area",1046
"G33420","2011-2015","US",,,,,,,,,,,,,,,,"Mineral Wells, TX Micro Area","33420",,,,,,,,,,,,,,,,,"31000US33420",,,"Mineral Wells, TX Micro Area",82800,"Mineral Wells, TX Micro Area",4733
"G33460","2011-2015","US",,,,,,,,,,,,,,,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area","33460",,,,,,,,,,,,,,,,,"31000US33460",,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",213900,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",726
"G33500","2011-2015","US",,,,,,,,,,,,,,,,"Minot, ND Micro Area","33500",,,,,,,,,,,,,,,,,"31000US33500",,,"Minot, ND Micro Area",177800,"Minot, ND Micro Area",5948
"G33540","2011-2015","US",,,,,,,,,,,,,,,,"Missoula, MT Metro Area","33540",,,,,,,,,,,,,,,,,"31000US33540",,,"Missoula, MT Metro Area",239700,"Missoula, MT Metro Area",4217
"G33580","2011-2015","US",,,,,,,,,,,,,,,,"Mitchell, SD Micro Area","33580",,,,,,,,,,,,,,,,,"31000US33580",,,"Mitchell, SD Micro Area",130800,"Mitchell, SD Micro Area",7425
"G33620","2011-2015","US",,,,,,,,,,,,,,,,"Moberly, MO Micro Area","33620",,,,,,,,,,,,,,,,,"31000US33620",,,"Moberly, MO Micro Area",85500,"Moberly, MO Micro Area",5957
"G33660","2011-2015","US",,,,,,,,,,,,,,,,"Mobile, AL Metro Area","33660",,,,,,,,,,,,,,,,,"31000US33660",,,"Mobile, AL Metro Area",122400,"Mobile, AL Metro Area",1892
"G33700","2011-2015","US",,,,,,,,,,,,,,,,"Modesto, CA Metro Area","33700",,,,,,,,,,,,,,,,,"31000US33700",,,"Modesto, CA Metro Area",190800,"Modesto, CA Metro Area",2746
"G33740","2011-2015","US",,,,,,,,,,,,,,,,"Monroe, LA Metro Area","33740",,,,,,,,,,,,,,,,,"31000US33740",,,"Monroe, LA Metro Area",117900,"Monroe, LA Metro Area",3484
"G33780","2011-2015","US",,,,,,,,,,,,,,,,"Monroe, MI Metro Area","33780",,,,,,,,,,,,,,,,,"31000US33780",,,"Monroe, MI Metro Area",137200,"Monroe, MI Metro Area",3190
"G33860","2011-2015","US",,,,,,,,,,,,,,,,"Montgomery, AL Metro Area","33860",,,,,,,,,,,,,,,,,"31000US33860",,,"Montgomery, AL Metro Area",129300,"Montgomery, AL Metro Area",2064
"G33940","2011-2015","US",,,,,,,,,,,,,,,,"Montrose, CO Micro Area","33940",,,,,,,,,,,,,,,,,"31000US33940",,,"Montrose, CO Micro Area",190900,"Montrose, CO Micro Area",6628
"G33980","2011-2015","US",,,,,,,,,,,,,,,,"Morehead City, NC Micro Area","33980",,,,,,,,,,,,,,,,,"31000US33980",,,"Morehead City, NC Micro Area",196800,"Morehead City, NC Micro Area",4759
"G34020","2011-2015","US",,,,,,,,,,,,,,,,"Morgan City, LA Micro Area","34020",,,,,,,,,,,,,,,,,"31000US34020",,,"Morgan City, LA Micro Area",92900,"Morgan City, LA Micro Area",5085
"G34060","2011-2015","US",,,,,,,,,,,,,,,,"Morgantown, WV Metro Area","34060",,,,,,,,,,,,,,,,,"31000US34060",,,"Morgantown, WV Metro Area",150300,"Morgantown, WV Metro Area",4253
"G34100","2011-2015","US",,,,,,,,,,,,,,,,"Morristown, TN Metro Area","34100",,,,,,,,,,,,,,,,,"31000US34100",,,"Morristown, TN Metro Area",125800,"Morristown, TN Metro Area",3749
"G34140","2011-2015","US",,,,,,,,,,,,,,,,"Moscow, ID Micro Area","34140",,,,,,,,,,,,,,,,,"31000US34140",,,"Moscow, ID Micro Area",191100,"Moscow, ID Micro Area",6397
"G34180","2011-2015","US",,,,,,,,,,,,,,,,"Moses Lake, WA Micro Area","34180",,,,,,,,,,,,,,,,,"31000US34180",,,"Moses Lake, WA Micro Area",157500,"Moses Lake, WA Micro Area",4978
"G34220","2011-2015","US",,,,,,,,,,,,,,,,"Moultrie, GA Micro Area","34220",,,,,,,,,,,,,,,,,"31000US34220",,,"Moultrie, GA Micro Area",79600,"Moultrie, GA Micro Area",3777
"G34260","2011-2015","US",,,,,,,,,,,,,,,,"Mountain Home, AR Micro Area","34260",,,,,,,,,,,,,,,,,"31000US34260",,,"Mountain Home, AR Micro Area",120400,"Mountain Home, AR Micro Area",4503
"G34300","2011-2015","US",,,,,,,,,,,,,,,,"Mountain Home, ID Micro Area","34300",,,,,,,,,,,,,,,,,"31000US34300",,,"Mountain Home, ID Micro Area",135300,"Mountain Home, ID Micro Area",8209
"G34340","2011-2015","US",,,,,,,,,,,,,,,,"Mount Airy, NC Micro Area","34340",,,,,,,,,,,,,,,,,"31000US34340",,,"Mount Airy, NC Micro Area",115500,"Mount Airy, NC Micro Area",3999
"G34380","2011-2015","US",,,,,,,,,,,,,,,,"Mount Pleasant, MI Micro Area","34380",,,,,,,,,,,,,,,,,"31000US34380",,,"Mount Pleasant, MI Micro Area",122500,"Mount Pleasant, MI Micro Area",2858
"G34420","2011-2015","US",,,,,,,,,,,,,,,,"Mount Pleasant, TX Micro Area","34420",,,,,,,,,,,,,,,,,"31000US34420",,,"Mount Pleasant, TX Micro Area",97500,"Mount Pleasant, TX Micro Area",6689
"G34460","2011-2015","US",,,,,,,,,,,,,,,,"Mount Sterling, KY Micro Area","34460",,,,,,,,,,,,,,,,,"31000US34460",,,"Mount Sterling, KY Micro Area",93000,"Mount Sterling, KY Micro Area",5096
"G34500","2011-2015","US",,,,,,,,,,,,,,,,"Mount Vernon, IL Micro Area","34500",,,,,,,,,,,,,,,,,"31000US34500",,,"Mount Vernon, IL Micro Area",87300,"Mount Vernon, IL Micro Area",2836
"G34540","2011-2015","US",,,,,,,,,,,,,,,,"Mount Vernon, OH Micro Area","34540",,,,,,,,,,,,,,,,,"31000US34540",,,"Mount Vernon, OH Micro Area",132500,"Mount Vernon, OH Micro Area",5854
"G34580","2011-2015","US",,,,,,,,,,,,,,,,"Mount Vernon-Anacortes, WA Metro Area","34580",,,,,,,,,,,,,,,,,"31000US34580",,,"Mount Vernon-Anacortes, WA Metro Area",249800,"Mount Vernon-Anacortes, WA Metro Area",5821
"G34620","2011-2015","US",,,,,,,,,,,,,,,,"Muncie, IN Metro Area","34620",,,,,,,,,,,,,,,,,"31000US34620",,,"Muncie, IN Metro Area",87700,"Muncie, IN Metro Area",1685
"G34660","2011-2015","US",,,,,,,,,,,,,,,,"Murray, KY Micro Area","34660",,,,,,,,,,,,,,,,,"31000US34660",,,"Murray, KY Micro Area",119900,"Murray, KY Micro Area",4553
"G34700","2011-2015","US",,,,,,,,,,,,,,,,"Muscatine, IA Micro Area","34700",,,,,,,,,,,,,,,,,"31000US34700",,,"Muscatine, IA Micro Area",126900,"Muscatine, IA Micro Area",4183
"G34740","2011-2015","US",,,,,,,,,,,,,,,,"Muskegon, MI Metro Area","34740",,,,,,,,,,,,,,,,,"31000US34740",,,"Muskegon, MI Metro Area",99000,"Muskegon, MI Metro Area",1707
"G34780","2011-2015","US",,,,,,,,,,,,,,,,"Muskogee, OK Micro Area","34780",,,,,,,,,,,,,,,,,"31000US34780",,,"Muskogee, OK Micro Area",91500,"Muskogee, OK Micro Area",3032
"G34820","2011-2015","US",,,,,,,,,,,,,,,,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area","34820",,,,,,,,,,,,,,,,,"31000US34820",,,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",165100,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",1782
"G34860","2011-2015","US",,,,,,,,,,,,,,,,"Nacogdoches, TX Micro Area","34860",,,,,,,,,,,,,,,,,"31000US34860",,,"Nacogdoches, TX Micro Area",110400,"Nacogdoches, TX Micro Area",6010
"G34900","2011-2015","US",,,,,,,,,,,,,,,,"Napa, CA Metro Area","34900",,,,,,,,,,,,,,,,,"31000US34900",,,"Napa, CA Metro Area",466800,"Napa, CA Metro Area",8023
"G34940","2011-2015","US",,,,,,,,,,,,,,,,"Naples-Immokalee-Marco Island, FL Metro Area","34940",,,,,,,,,,,,,,,,,"31000US34940",,,"Naples-Immokalee-Marco Island, FL Metro Area",272800,"Naples-Immokalee-Marco Island, FL Metro Area",5482
"G34980","2011-2015","US",,,,,,,,,,,,,,,,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area","34980",,,,,,,,,,,,,,,,,"31000US34980",,,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",174700,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",906
"G35020","2011-2015","US",,,,,,,,,,,,,,,,"Natchez, MS-LA Micro Area","35020",,,,,,,,,,,,,,,,,"31000US35020",,,"Natchez, MS-LA Micro Area",82900,"Natchez, MS-LA Micro Area",4179
"G35060","2011-2015","US",,,,,,,,,,,,,,,,"Natchitoches, LA Micro Area","35060",,,,,,,,,,,,,,,,,"31000US35060",,,"Natchitoches, LA Micro Area",101900,"Natchitoches, LA Micro Area",6486
"G35100","2011-2015","US",,,,,,,,,,,,,,,,"New Bern, NC Metro Area","35100",,,,,,,,,,,,,,,,,"31000US35100",,,"New Bern, NC Metro Area",149400,"New Bern, NC Metro Area",3718
"G35140","2011-2015","US",,,,,,,,,,,,,,,,"Newberry, SC Micro Area","35140",,,,,,,,,,,,,,,,,"31000US35140",,,"Newberry, SC Micro Area",100800,"Newberry, SC Micro Area",7828
"G35220","2011-2015","US",,,,,,,,,,,,,,,,"New Castle, IN Micro Area","35220",,,,,,,,,,,,,,,,,"31000US35220",,,"New Castle, IN Micro Area",91600,"New Castle, IN Micro Area",3540
"G35260","2011-2015","US",,,,,,,,,,,,,,,,"New Castle, PA Micro Area","35260",,,,,,,,,,,,,,,,,"31000US35260",,,"New Castle, PA Micro Area",97300,"New Castle, PA Micro Area",2445
"G35300","2011-2015","US",,,,,,,,,,,,,,,,"New Haven-Milford, CT Metro Area","35300",,,,,,,,,,,,,,,,,"31000US35300",,,"New Haven-Milford, CT Metro Area",245200,"New Haven-Milford, CT Metro Area",1861
"G35380","2011-2015","US",,,,,,,,,,,,,,,,"New Orleans-Metairie, LA Metro Area","35380",,,,,,,,,,,,,,,,,"31000US35380",,,"New Orleans-Metairie, LA Metro Area",176000,"New Orleans-Metairie, LA Metro Area",1324
"G35420","2011-2015","US",,,,,,,,,,,,,,,,"New Philadelphia-Dover, OH Micro Area","35420",,,,,,,,,,,,,,,,,"31000US35420",,,"New Philadelphia-Dover, OH Micro Area",111100,"New Philadelphia-Dover, OH Micro Area",2504
"G35440","2011-2015","US",,,,,,,,,,,,,,,,"Newport, OR Micro Area","35440",,,,,,,,,,,,,,,,,"31000US35440",,,"Newport, OR Micro Area",219100,"Newport, OR Micro Area",8866
"G35460","2011-2015","US",,,,,,,,,,,,,,,,"Newport, TN Micro Area","35460",,,,,,,,,,,,,,,,,"31000US35460",,,"Newport, TN Micro Area",99500,"Newport, TN Micro Area",4424
"G35500","2011-2015","US",,,,,,,,,,,,,,,,"Newton, IA Micro Area","35500",,,,,,,,,,,,,,,,,"31000US35500",,,"Newton, IA Micro Area",117700,"Newton, IA Micro Area",4307
"G35580","2011-2015","US",,,,,,,,,,,,,,,,"New Ulm, MN Micro Area","35580",,,,,,,,,,,,,,,,,"31000US35580",,,"New Ulm, MN Micro Area",125500,"New Ulm, MN Micro Area",4960
"G35620","2011-2015","US",,,,,,,,,,,,,,,,"New York-Newark-Jersey City, NY-NJ-PA Metro Area","35620",,,,,,,,,,,,,,,,,"31000US35620",,,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",398800,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",663
"G35660","2011-2015","US",,,,,,,,,,,,,,,,"Niles-Benton Harbor, MI Metro Area","35660",,,,,,,,,,,,,,,,,"31000US35660",,,"Niles-Benton Harbor, MI Metro Area",132600,"Niles-Benton Harbor, MI Metro Area",3305
"G35700","2011-2015","US",,,,,,,,,,,,,,,,"Nogales, AZ Micro Area","35700",,,,,,,,,,,,,,,,,"31000US35700",,,"Nogales, AZ Micro Area",137000,"Nogales, AZ Micro Area",7709
"G35740","2011-2015","US",,,,,,,,,,,,,,,,"Norfolk, NE Micro Area","35740",,,,,,,,,,,,,,,,,"31000US35740",,,"Norfolk, NE Micro Area",112800,"Norfolk, NE Micro Area",2981
"G35820","2011-2015","US",,,,,,,,,,,,,,,,"North Platte, NE Micro Area","35820",,,,,,,,,,,,,,,,,"31000US35820",,,"North Platte, NE Micro Area",114300,"North Platte, NE Micro Area",4434
"G35840","2011-2015","US",,,,,,,,,,,,,,,,"North Port-Sarasota-Bradenton, FL Metro Area","35840",,,,,,,,,,,,,,,,,"31000US35840",,,"North Port-Sarasota-Bradenton, FL Metro Area",175100,"North Port-Sarasota-Bradenton, FL Metro Area",2602
"G35860","2011-2015","US",,,,,,,,,,,,,,,,"North Vernon, IN Micro Area","35860",,,,,,,,,,,,,,,,,"31000US35860",,,"North Vernon, IN Micro Area",95400,"North Vernon, IN Micro Area",3920
"G35900","2011-2015","US",,,,,,,,,,,,,,,,"North Wilkesboro, NC Micro Area","35900",,,,,,,,,,,,,,,,,"31000US35900",,,"North Wilkesboro, NC Micro Area",114800,"North Wilkesboro, NC Micro Area",4682
"G35940","2011-2015","US",,,,,,,,,,,,,,,,"Norwalk, OH Micro Area","35940",,,,,,,,,,,,,,,,,"31000US35940",,,"Norwalk, OH Micro Area",116100,"Norwalk, OH Micro Area",3260
"G35980","2011-2015","US",,,,,,,,,,,,,,,,"Norwich-New London, CT Metro Area","35980",,,,,,,,,,,,,,,,,"31000US35980",,,"Norwich-New London, CT Metro Area",244000,"Norwich-New London, CT Metro Area",3027
"G36020","2011-2015","US",,,,,,,,,,,,,,,,"Oak Harbor, WA Micro Area","36020",,,,,,,,,,,,,,,,,"31000US36020",,,"Oak Harbor, WA Micro Area",290900,"Oak Harbor, WA Micro Area",5868
"G36100","2011-2015","US",,,,,,,,,,,,,,,,"Ocala, FL Metro Area","36100",,,,,,,,,,,,,,,,,"31000US36100",,,"Ocala, FL Metro Area",111000,"Ocala, FL Metro Area",3039
"G36140","2011-2015","US",,,,,,,,,,,,,,,,"Ocean City, NJ Metro Area","36140",,,,,,,,,,,,,,,,,"31000US36140",,,"Ocean City, NJ Metro Area",299700,"Ocean City, NJ Metro Area",6542
"G36220","2011-2015","US",,,,,,,,,,,,,,,,"Odessa, TX Metro Area","36220",,,,,,,,,,,,,,,,,"31000US36220",,,"Odessa, TX Metro Area",103200,"Odessa, TX Metro Area",3614
"G36260","2011-2015","US",,,,,,,,,,,,,,,,"Ogden-Clearfield, UT Metro Area","36260",,,,,,,,,,,,,,,,,"31000US36260",,,"Ogden-Clearfield, UT Metro Area",199300,"Ogden-Clearfield, UT Metro Area",1665
"G36300","2011-2015","US",,,,,,,,,,,,,,,,"Ogdensburg-Massena, NY Micro Area","36300",,,,,,,,,,,,,,,,,"31000US36300",,,"Ogdensburg-Massena, NY Micro Area",87600,"Ogdensburg-Massena, NY Micro Area",1625
"G36340","2011-2015","US",,,,,,,,,,,,,,,,"Oil City, PA Micro Area","36340",,,,,,,,,,,,,,,,,"31000US36340",,,"Oil City, PA Micro Area",81200,"Oil City, PA Micro Area",1934
"G36380","2011-2015","US",,,,,,,,,,,,,,,,"Okeechobee, FL Micro Area","36380",,,,,,,,,,,,,,,,,"31000US36380",,,"Okeechobee, FL Micro Area",93800,"Okeechobee, FL Micro Area",8000
"G36420","2011-2015","US",,,,,,,,,,,,,,,,"Oklahoma City, OK Metro Area","36420",,,,,,,,,,,,,,,,,"31000US36420",,,"Oklahoma City, OK Metro Area",137200,"Oklahoma City, OK Metro Area",818
"G36460","2011-2015","US",,,,,,,,,,,,,,,,"Olean, NY Micro Area","36460",,,,,,,,,,,,,,,,,"31000US36460",,,"Olean, NY Micro Area",84600,"Olean, NY Micro Area",1324
"G36500","2011-2015","US",,,,,,,,,,,,,,,,"Olympia-Tumwater, WA Metro Area","36500",,,,,,,,,,,,,,,,,"31000US36500",,,"Olympia-Tumwater, WA Metro Area",239400,"Olympia-Tumwater, WA Metro Area",2421
"G36540","2011-2015","US",,,,,,,,,,,,,,,,"Omaha-Council Bluffs, NE-IA Metro Area","36540",,,,,,,,,,,,,,,,,"31000US36540",,,"Omaha-Council Bluffs, NE-IA Metro Area",148200,"Omaha-Council Bluffs, NE-IA Metro Area",864
"G36580","2011-2015","US",,,,,,,,,,,,,,,,"Oneonta, NY Micro Area","36580",,,,,,,,,,,,,,,,,"31000US36580",,,"Oneonta, NY Micro Area",142800,"Oneonta, NY Micro Area",4252
"G36620","2011-2015","US",,,,,,,,,,,,,,,,"Ontario, OR-ID Micro Area","36620",,,,,,,,,,,,,,,,,"31000US36620",,,"Ontario, OR-ID Micro Area",128400,"Ontario, OR-ID Micro Area",5434
"G36660","2011-2015","US",,,,,,,,,,,,,,,,"Opelousas, LA Micro Area","36660",,,,,,,,,,,,,,,,,"31000US36660",,,"Opelousas, LA Micro Area",90800,"Opelousas, LA Micro Area",5041
"G36700","2011-2015","US",,,,,,,,,,,,,,,,"Orangeburg, SC Micro Area","36700",,,,,,,,,,,,,,,,,"31000US36700",,,"Orangeburg, SC Micro Area",87600,"Orangeburg, SC Micro Area",3693
"G36740","2011-2015","US",,,,,,,,,,,,,,,,"Orlando-Kissimmee-Sanford, FL Metro Area","36740",,,,,,,,,,,,,,,,,"31000US36740",,,"Orlando-Kissimmee-Sanford, FL Metro Area",157900,"Orlando-Kissimmee-Sanford, FL Metro Area",1053
"G36780","2011-2015","US",,,,,,,,,,,,,,,,"Oshkosh-Neenah, WI Metro Area","36780",,,,,,,,,,,,,,,,,"31000US36780",,,"Oshkosh-Neenah, WI Metro Area",143100,"Oshkosh-Neenah, WI Metro Area",2001
"G36820","2011-2015","US",,,,,,,,,,,,,,,,"Oskaloosa, IA Micro Area","36820",,,,,,,,,,,,,,,,,"31000US36820",,,"Oskaloosa, IA Micro Area",106200,"Oskaloosa, IA Micro Area",5247
"G36830","2011-2015","US",,,,,,,,,,,,,,,,"Othello, WA Micro Area","36830",,,,,,,,,,,,,,,,,"31000US36830",,,"Othello, WA Micro Area",138400,"Othello, WA Micro Area",6103
"G36840","2011-2015","US",,,,,,,,,,,,,,,,"Ottawa, KS Micro Area","36840",,,,,,,,,,,,,,,,,"31000US36840",,,"Ottawa, KS Micro Area",122900,"Ottawa, KS Micro Area",5455
"G36860","2011-2015","US",,,,,,,,,,,,,,,,"Ottawa-Peru, IL Micro Area","36860",,,,,,,,,,,,,,,,,"31000US36860",,,"Ottawa-Peru, IL Micro Area",118100,"Ottawa-Peru, IL Micro Area",1963
"G36900","2011-2015","US",,,,,,,,,,,,,,,,"Ottumwa, IA Micro Area","36900",,,,,,,,,,,,,,,,,"31000US36900",,,"Ottumwa, IA Micro Area",83100,"Ottumwa, IA Micro Area",2534
"G36940","2011-2015","US",,,,,,,,,,,,,,,,"Owatonna, MN Micro Area","36940",,,,,,,,,,,,,,,,,"31000US36940",,,"Owatonna, MN Micro Area",150500,"Owatonna, MN Micro Area",3935
