GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,JTIE001,NAME_M,JTIM001
"G26100","2006-2010","US",,,,,,,,,,,,,,,,"Holland-Grand Haven, MI Metro Area","26100",,,,,,,,,,,,,,,,"31000US26100",,,"Holland-Grand Haven, MI Metro Area",161200,"Holland-Grand Haven, MI Metro Area",1251
"G26140","2006-2010","US",,,,,,,,,,,,,,,,"Homosassa Springs, FL Micro Area","26140",,,,,,,,,,,,,,,,"31000US26140",,,"Homosassa Springs, FL Micro Area",141800,"Homosassa Springs, FL Micro Area",2706
"G26180","2006-2010","US",,,,,,,,,,,,,,,,"Honolulu, HI Metro Area","26180",,,,,,,,,,,,,,,,"31000US26180",,,"Honolulu, HI Metro Area",559000,"Honolulu, HI Metro Area",4367
"G26220","2006-2010","US",,,,,,,,,,,,,,,,"Hood River, OR Micro Area","26220",,,,,,,,,,,,,,,,"31000US26220",,,"Hood River, OR Micro Area",308000,"Hood River, OR Micro Area",24045
"G26260","2006-2010","US",,,,,,,,,,,,,,,,"Hope, AR Micro Area","26260",,,,,,,,,,,,,,,,"31000US26260",,,"Hope, AR Micro Area",65300,"Hope, AR Micro Area",4875
"G26300","2006-2010","US",,,,,,,,,,,,,,,,"Hot Springs, AR Metro Area","26300",,,,,,,,,,,,,,,,"31000US26300",,,"Hot Springs, AR Metro Area",126900,"Hot Springs, AR Metro Area",4630
"G26340","2006-2010","US",,,,,,,,,,,,,,,,"Houghton, MI Micro Area","26340",,,,,,,,,,,,,,,,"31000US26340",,,"Houghton, MI Micro Area",85700,"Houghton, MI Micro Area",2437
"G26380","2006-2010","US",,,,,,,,,,,,,,,,"Houma-Bayou Cane-Thibodaux, LA Metro Area","26380",,,,,,,,,,,,,,,,"31000US26380",,,"Houma-Bayou Cane-Thibodaux, LA Metro Area",116900,"Houma-Bayou Cane-Thibodaux, LA Metro Area",2541
"G26420","2006-2010","US",,,,,,,,,,,,,,,,"Houston-Sugar Land-Baytown, TX Metro Area","26420",,,,,,,,,,,,,,,,"31000US26420",,,"Houston-Sugar Land-Baytown, TX Metro Area",138000,"Houston-Sugar Land-Baytown, TX Metro Area",533
"G26460","2006-2010","US",,,,,,,,,,,,,,,,"Hudson, NY Micro Area","26460",,,,,,,,,,,,,,,,"31000US26460",,,"Hudson, NY Micro Area",221900,"Hudson, NY Micro Area",5875
"G26480","2006-2010","US",,,,,,,,,,,,,,,,"Humboldt, TN Micro Area","26480",,,,,,,,,,,,,,,,"31000US26480",,,"Humboldt, TN Micro Area",86900,"Humboldt, TN Micro Area",2213
"G26500","2006-2010","US",,,,,,,,,,,,,,,,"Huntingdon, PA Micro Area","26500",,,,,,,,,,,,,,,,"31000US26500",,,"Huntingdon, PA Micro Area",105800,"Huntingdon, PA Micro Area",3277
"G26540","2006-2010","US",,,,,,,,,,,,,,,,"Huntington, IN Micro Area","26540",,,,,,,,,,,,,,,,"31000US26540",,,"Huntington, IN Micro Area",96700,"Huntington, IN Micro Area",2772
"G26580","2006-2010","US",,,,,,,,,,,,,,,,"Huntington-Ashland, WV-KY-OH Metro Area","26580",,,,,,,,,,,,,,,,"31000US26580",,,"Huntington-Ashland, WV-KY-OH Metro Area",92700,"Huntington-Ashland, WV-KY-OH Metro Area",1414
"G26620","2006-2010","US",,,,,,,,,,,,,,,,"Huntsville, AL Metro Area","26620",,,,,,,,,,,,,,,,"31000US26620",,,"Huntsville, AL Metro Area",149400,"Huntsville, AL Metro Area",1868
"G26660","2006-2010","US",,,,,,,,,,,,,,,,"Huntsville, TX Micro Area","26660",,,,,,,,,,,,,,,,"31000US26660",,,"Huntsville, TX Micro Area",106100,"Huntsville, TX Micro Area",6862
"G26700","2006-2010","US",,,,,,,,,,,,,,,,"Huron, SD Micro Area","26700",,,,,,,,,,,,,,,,"31000US26700",,,"Huron, SD Micro Area",83400,"Huron, SD Micro Area",5572
"G26740","2006-2010","US",,,,,,,,,,,,,,,,"Hutchinson, KS Micro Area","26740",,,,,,,,,,,,,,,,"31000US26740",,,"Hutchinson, KS Micro Area",87500,"Hutchinson, KS Micro Area",2345
"G26780","2006-2010","US",,,,,,,,,,,,,,,,"Hutchinson, MN Micro Area","26780",,,,,,,,,,,,,,,,"31000US26780",,,"Hutchinson, MN Micro Area",169400,"Hutchinson, MN Micro Area",2617
"G26820","2006-2010","US",,,,,,,,,,,,,,,,"Idaho Falls, ID Metro Area","26820",,,,,,,,,,,,,,,,"31000US26820",,,"Idaho Falls, ID Metro Area",153500,"Idaho Falls, ID Metro Area",2827
"G26860","2006-2010","US",,,,,,,,,,,,,,,,"Indiana, PA Micro Area","26860",,,,,,,,,,,,,,,,"31000US26860",,,"Indiana, PA Micro Area",98200,"Indiana, PA Micro Area",2282
"G26900","2006-2010","US",,,,,,,,,,,,,,,,"Indianapolis-Carmel, IN Metro Area","26900",,,,,,,,,,,,,,,,"31000US26900",,,"Indianapolis-Carmel, IN Metro Area",143700,"Indianapolis-Carmel, IN Metro Area",592
"G26940","2006-2010","US",,,,,,,,,,,,,,,,"Indianola, MS Micro Area","26940",,,,,,,,,,,,,,,,"31000US26940",,,"Indianola, MS Micro Area",63300,"Indianola, MS Micro Area",2436
"G26980","2006-2010","US",,,,,,,,,,,,,,,,"Iowa City, IA Metro Area","26980",,,,,,,,,,,,,,,,"31000US26980",,,"Iowa City, IA Metro Area",167200,"Iowa City, IA Metro Area",2450
"G27020","2006-2010","US",,,,,,,,,,,,,,,,"Iron Mountain, MI-WI Micro Area","27020",,,,,,,,,,,,,,,,"31000US27020",,,"Iron Mountain, MI-WI Micro Area",91400,"Iron Mountain, MI-WI Micro Area",3463
"G27060","2006-2010","US",,,,,,,,,,,,,,,,"Ithaca, NY Metro Area","27060",,,,,,,,,,,,,,,,"31000US27060",,,"Ithaca, NY Metro Area",162100,"Ithaca, NY Metro Area",2967
"G27100","2006-2010","US",,,,,,,,,,,,,,,,"Jackson, MI Metro Area","27100",,,,,,,,,,,,,,,,"31000US27100",,,"Jackson, MI Metro Area",130000,"Jackson, MI Metro Area",3107
"G27140","2006-2010","US",,,,,,,,,,,,,,,,"Jackson, MS Metro Area","27140",,,,,,,,,,,,,,,,"31000US27140",,,"Jackson, MS Metro Area",124500,"Jackson, MS Metro Area",1811
"G27180","2006-2010","US",,,,,,,,,,,,,,,,"Jackson, TN Metro Area","27180",,,,,,,,,,,,,,,,"31000US27180",,,"Jackson, TN Metro Area",110800,"Jackson, TN Metro Area",2566
"G27220","2006-2010","US",,,,,,,,,,,,,,,,"Jackson, WY-ID Micro Area","27220",,,,,,,,,,,,,,,,"31000US27220",,,"Jackson, WY-ID Micro Area",574900,"Jackson, WY-ID Micro Area",36426
"G27260","2006-2010","US",,,,,,,,,,,,,,,,"Jacksonville, FL Metro Area","27260",,,,,,,,,,,,,,,,"31000US27260",,,"Jacksonville, FL Metro Area",191800,"Jacksonville, FL Metro Area",1705
"G27300","2006-2010","US",,,,,,,,,,,,,,,,"Jacksonville, IL Micro Area","27300",,,,,,,,,,,,,,,,"31000US27300",,,"Jacksonville, IL Micro Area",91500,"Jacksonville, IL Micro Area",3106
"G27340","2006-2010","US",,,,,,,,,,,,,,,,"Jacksonville, NC Metro Area","27340",,,,,,,,,,,,,,,,"31000US27340",,,"Jacksonville, NC Metro Area",137400,"Jacksonville, NC Metro Area",2635
"G27380","2006-2010","US",,,,,,,,,,,,,,,,"Jacksonville, TX Micro Area","27380",,,,,,,,,,,,,,,,"31000US27380",,,"Jacksonville, TX Micro Area",68100,"Jacksonville, TX Micro Area",4009
"G27420","2006-2010","US",,,,,,,,,,,,,,,,"Jamestown, ND Micro Area","27420",,,,,,,,,,,,,,,,"31000US27420",,,"Jamestown, ND Micro Area",91500,"Jamestown, ND Micro Area",4744
"G27460","2006-2010","US",,,,,,,,,,,,,,,,"Jamestown-Dunkirk-Fredonia, NY Micro Area","27460",,,,,,,,,,,,,,,,"31000US27460",,,"Jamestown-Dunkirk-Fredonia, NY Micro Area",79600,"Jamestown-Dunkirk-Fredonia, NY Micro Area",1586
"G27500","2006-2010","US",,,,,,,,,,,,,,,,"Janesville, WI Metro Area","27500",,,,,,,,,,,,,,,,"31000US27500",,,"Janesville, WI Metro Area",138000,"Janesville, WI Metro Area",1688
"G27540","2006-2010","US",,,,,,,,,,,,,,,,"Jasper, IN Micro Area","27540",,,,,,,,,,,,,,,,"31000US27540",,,"Jasper, IN Micro Area",115900,"Jasper, IN Micro Area",2892
"G27580","2006-2010","PR",,,,,,,,,,,,,,,,"Jayuya, PR Micro Area","27580",,,,,,,,,,,,,,,,"31000US27580",,,"Jayuya, PR Micro Area",94400,"Jayuya, PR Micro Area",3261
"G27620","2006-2010","US",,,,,,,,,,,,,,,,"Jefferson City, MO Metro Area","27620",,,,,,,,,,,,,,,,"31000US27620",,,"Jefferson City, MO Metro Area",129000,"Jefferson City, MO Metro Area",2642
"G27660","2006-2010","US",,,,,,,,,,,,,,,,"Jennings, LA Micro Area","27660",,,,,,,,,,,,,,,,"31000US27660",,,"Jennings, LA Micro Area",83700,"Jennings, LA Micro Area",2560
"G27700","2006-2010","US",,,,,,,,,,,,,,,,"Jesup, GA Micro Area","27700",,,,,,,,,,,,,,,,"31000US27700",,,"Jesup, GA Micro Area",86800,"Jesup, GA Micro Area",6287
"G27740","2006-2010","US",,,,,,,,,,,,,,,,"Johnson City, TN Metro Area","27740",,,,,,,,,,,,,,,,"31000US27740",,,"Johnson City, TN Metro Area",119400,"Johnson City, TN Metro Area",2454
"G27780","2006-2010","US",,,,,,,,,,,,,,,,"Johnstown, PA Metro Area","27780",,,,,,,,,,,,,,,,"31000US27780",,,"Johnstown, PA Metro Area",86000,"Johnstown, PA Metro Area",1211
"G27860","2006-2010","US",,,,,,,,,,,,,,,,"Jonesboro, AR Metro Area","27860",,,,,,,,,,,,,,,,"31000US27860",,,"Jonesboro, AR Metro Area",94800,"Jonesboro, AR Metro Area",2745
"G27900","2006-2010","US",,,,,,,,,,,,,,,,"Joplin, MO Metro Area","27900",,,,,,,,,,,,,,,,"31000US27900",,,"Joplin, MO Metro Area",96000,"Joplin, MO Metro Area",1938
"G27940","2006-2010","US",,,,,,,,,,,,,,,,"Juneau, AK Micro Area","27940",,,,,,,,,,,,,,,,"31000US27940",,,"Juneau, AK Micro Area",291600,"Juneau, AK Micro Area",10027
"G27980","2006-2010","US",,,,,,,,,,,,,,,,"Kahului-Wailuku, HI Micro Area","27980",,,,,,,,,,,,,,,,"31000US27980",,,"Kahului-Wailuku, HI Micro Area",614600,"Kahului-Wailuku, HI Micro Area",10126
"G28020","2006-2010","US",,,,,,,,,,,,,,,,"Kalamazoo-Portage, MI Metro Area","28020",,,,,,,,,,,,,,,,"31000US28020",,,"Kalamazoo-Portage, MI Metro Area",141300,"Kalamazoo-Portage, MI Metro Area",1712
"G28060","2006-2010","US",,,,,,,,,,,,,,,,"Kalispell, MT Micro Area","28060",,,,,,,,,,,,,,,,"31000US28060",,,"Kalispell, MT Micro Area",231800,"Kalispell, MT Micro Area",5536
"G28100","2006-2010","US",,,,,,,,,,,,,,,,"Kankakee-Bradley, IL Metro Area","28100",,,,,,,,,,,,,,,,"31000US28100",,,"Kankakee-Bradley, IL Metro Area",148400,"Kankakee-Bradley, IL Metro Area",3097
"G28140","2006-2010","US",,,,,,,,,,,,,,,,"Kansas City, MO-KS Metro Area","28140",,,,,,,,,,,,,,,,"31000US28140",,,"Kansas City, MO-KS Metro Area",158000,"Kansas City, MO-KS Metro Area",672
"G28180","2006-2010","US",,,,,,,,,,,,,,,,"Kapaa, HI Micro Area","28180",,,,,,,,,,,,,,,,"31000US28180",,,"Kapaa, HI Micro Area",583200,"Kapaa, HI Micro Area",13663
"G28260","2006-2010","US",,,,,,,,,,,,,,,,"Kearney, NE Micro Area","28260",,,,,,,,,,,,,,,,"31000US28260",,,"Kearney, NE Micro Area",123900,"Kearney, NE Micro Area",4216
"G28300","2006-2010","US",,,,,,,,,,,,,,,,"Keene, NH Micro Area","28300",,,,,,,,,,,,,,,,"31000US28300",,,"Keene, NH Micro Area",201800,"Keene, NH Micro Area",4392
"G28340","2006-2010","US",,,,,,,,,,,,,,,,"Kendallville, IN Micro Area","28340",,,,,,,,,,,,,,,,"31000US28340",,,"Kendallville, IN Micro Area",112600,"Kendallville, IN Micro Area",3227
"G28380","2006-2010","US",,,,,,,,,,,,,,,,"Kennett, MO Micro Area","28380",,,,,,,,,,,,,,,,"31000US28380",,,"Kennett, MO Micro Area",67300,"Kennett, MO Micro Area",3229
"G28420","2006-2010","US",,,,,,,,,,,,,,,,"Kennewick-Pasco-Richland, WA Metro Area","28420",,,,,,,,,,,,,,,,"31000US28420",,,"Kennewick-Pasco-Richland, WA Metro Area",163300,"Kennewick-Pasco-Richland, WA Metro Area",1708
"G28500","2006-2010","US",,,,,,,,,,,,,,,,"Kerrville, TX Micro Area","28500",,,,,,,,,,,,,,,,"31000US28500",,,"Kerrville, TX Micro Area",129600,"Kerrville, TX Micro Area",5822
"G28540","2006-2010","US",,,,,,,,,,,,,,,,"Ketchikan, AK Micro Area","28540",,,,,,,,,,,,,,,,"31000US28540",,,"Ketchikan, AK Micro Area",242500,"Ketchikan, AK Micro Area",18270
"G28580","2006-2010","US",,,,,,,,,,,,,,,,"Key West, FL Micro Area","28580",,,,,,,,,,,,,,,,"31000US28580",,,"Key West, FL Micro Area",503900,"Key West, FL Micro Area",23851
"G28620","2006-2010","US",,,,,,,,,,,,,,,,"Kill Devil Hills, NC Micro Area","28620",,,,,,,,,,,,,,,,"31000US28620",,,"Kill Devil Hills, NC Micro Area",342100,"Kill Devil Hills, NC Micro Area",13523
"G28660","2006-2010","US",,,,,,,,,,,,,,,,"Killeen-Temple-Fort Hood, TX Metro Area","28660",,,,,,,,,,,,,,,,"31000US28660",,,"Killeen-Temple-Fort Hood, TX Metro Area",110600,"Killeen-Temple-Fort Hood, TX Metro Area",1456
"G28700","2006-2010","US",,,,,,,,,,,,,,,,"Kingsport-Bristol-Bristol, TN-VA Metro Area","28700",,,,,,,,,,,,,,,,"31000US28700",,,"Kingsport-Bristol-Bristol, TN-VA Metro Area",108400,"Kingsport-Bristol-Bristol, TN-VA Metro Area",1904
"G28740","2006-2010","US",,,,,,,,,,,,,,,,"Kingston, NY Metro Area","28740",,,,,,,,,,,,,,,,"31000US28740",,,"Kingston, NY Metro Area",242100,"Kingston, NY Metro Area",3412
"G28780","2006-2010","US",,,,,,,,,,,,,,,,"Kingsville, TX Micro Area","28780",,,,,,,,,,,,,,,,"31000US28780",,,"Kingsville, TX Micro Area",74400,"Kingsville, TX Micro Area",5702
"G28820","2006-2010","US",,,,,,,,,,,,,,,,"Kinston, NC Micro Area","28820",,,,,,,,,,,,,,,,"31000US28820",,,"Kinston, NC Micro Area",91900,"Kinston, NC Micro Area",4163
"G28860","2006-2010","US",,,,,,,,,,,,,,,,"Kirksville, MO Micro Area","28860",,,,,,,,,,,,,,,,"31000US28860",,,"Kirksville, MO Micro Area",88700,"Kirksville, MO Micro Area",4784
"G28900","2006-2010","US",,,,,,,,,,,,,,,,"Klamath Falls, OR Micro Area","28900",,,,,,,,,,,,,,,,"31000US28900",,,"Klamath Falls, OR Micro Area",170100,"Klamath Falls, OR Micro Area",6105
"G28940","2006-2010","US",,,,,,,,,,,,,,,,"Knoxville, TN Metro Area","28940",,,,,,,,,,,,,,,,"31000US28940",,,"Knoxville, TN Metro Area",148100,"Knoxville, TN Metro Area",1433
"G28980","2006-2010","US",,,,,,,,,,,,,,,,"Kodiak, AK Micro Area","28980",,,,,,,,,,,,,,,,"31000US28980",,,"Kodiak, AK Micro Area",182100,"Kodiak, AK Micro Area",16814
"G29020","2006-2010","US",,,,,,,,,,,,,,,,"Kokomo, IN Metro Area","29020",,,,,,,,,,,,,,,,"31000US29020",,,"Kokomo, IN Metro Area",109200,"Kokomo, IN Metro Area",2416
"G29060","2006-2010","US",,,,,,,,,,,,,,,,"Laconia, NH Micro Area","29060",,,,,,,,,,,,,,,,"31000US29060",,,"Laconia, NH Micro Area",232300,"Laconia, NH Micro Area",5224
"G29100","2006-2010","US",,,,,,,,,,,,,,,,"La Crosse, WI-MN Metro Area","29100",,,,,,,,,,,,,,,,"31000US29100",,,"La Crosse, WI-MN Metro Area",148800,"La Crosse, WI-MN Metro Area",2044
"G29140","2006-2010","US",,,,,,,,,,,,,,,,"Lafayette, IN Metro Area","29140",,,,,,,,,,,,,,,,"31000US29140",,,"Lafayette, IN Metro Area",123000,"Lafayette, IN Metro Area",2024
"G29180","2006-2010","US",,,,,,,,,,,,,,,,"Lafayette, LA Metro Area","29180",,,,,,,,,,,,,,,,"31000US29180",,,"Lafayette, LA Metro Area",139000,"Lafayette, LA Metro Area",2522
"G29220","2006-2010","US",,,,,,,,,,,,,,,,"La Follette, TN Micro Area","29220",,,,,,,,,,,,,,,,"31000US29220",,,"La Follette, TN Micro Area",86400,"La Follette, TN Micro Area",3197
"G29260","2006-2010","US",,,,,,,,,,,,,,,,"La Grande, OR Micro Area","29260",,,,,,,,,,,,,,,,"31000US29260",,,"La Grande, OR Micro Area",151200,"La Grande, OR Micro Area",6614
"G29300","2006-2010","US",,,,,,,,,,,,,,,,"LaGrange, GA Micro Area","29300",,,,,,,,,,,,,,,,"31000US29300",,,"LaGrange, GA Micro Area",130300,"LaGrange, GA Micro Area",4134
"G29340","2006-2010","US",,,,,,,,,,,,,,,,"Lake Charles, LA Metro Area","29340",,,,,,,,,,,,,,,,"31000US29340",,,"Lake Charles, LA Metro Area",110000,"Lake Charles, LA Metro Area",2627
"G29380","2006-2010","US",,,,,,,,,,,,,,,,"Lake City, FL Micro Area","29380",,,,,,,,,,,,,,,,"31000US29380",,,"Lake City, FL Micro Area",134300,"Lake City, FL Micro Area",6967
"G29420","2006-2010","US",,,,,,,,,,,,,,,,"Lake Havasu City-Kingman, AZ Metro Area","29420",,,,,,,,,,,,,,,,"31000US29420",,,"Lake Havasu City-Kingman, AZ Metro Area",170600,"Lake Havasu City-Kingman, AZ Metro Area",3193
"G29460","2006-2010","US",,,,,,,,,,,,,,,,"Lakeland-Winter Haven, FL Metro Area","29460",,,,,,,,,,,,,,,,"31000US29460",,,"Lakeland-Winter Haven, FL Metro Area",141900,"Lakeland-Winter Haven, FL Metro Area",2131
"G29500","2006-2010","US",,,,,,,,,,,,,,,,"Lamesa, TX Micro Area","29500",,,,,,,,,,,,,,,,"31000US29500",,,"Lamesa, TX Micro Area",48000,"Lamesa, TX Micro Area",4480
"G29540","2006-2010","US",,,,,,,,,,,,,,,,"Lancaster, PA Metro Area","29540",,,,,,,,,,,,,,,,"31000US29540",,,"Lancaster, PA Metro Area",184400,"Lancaster, PA Metro Area",1589
"G29580","2006-2010","US",,,,,,,,,,,,,,,,"Lancaster, SC Micro Area","29580",,,,,,,,,,,,,,,,"31000US29580",,,"Lancaster, SC Micro Area",122300,"Lancaster, SC Micro Area",3840
"G29620","2006-2010","US",,,,,,,,,,,,,,,,"Lansing-East Lansing, MI Metro Area","29620",,,,,,,,,,,,,,,,"31000US29620",,,"Lansing-East Lansing, MI Metro Area",148300,"Lansing-East Lansing, MI Metro Area",1473
"G29660","2006-2010","US",,,,,,,,,,,,,,,,"Laramie, WY Micro Area","29660",,,,,,,,,,,,,,,,"31000US29660",,,"Laramie, WY Micro Area",189500,"Laramie, WY Micro Area",5202
"G29700","2006-2010","US",,,,,,,,,,,,,,,,"Laredo, TX Metro Area","29700",,,,,,,,,,,,,,,,"31000US29700",,,"Laredo, TX Metro Area",104000,"Laredo, TX Metro Area",2328
"G29740","2006-2010","US",,,,,,,,,,,,,,,,"Las Cruces, NM Metro Area","29740",,,,,,,,,,,,,,,,"31000US29740",,,"Las Cruces, NM Metro Area",137200,"Las Cruces, NM Metro Area",4618
"G29780","2006-2010","US",,,,,,,,,,,,,,,,"Las Vegas, NM Micro Area","29780",,,,,,,,,,,,,,,,"31000US29780",,,"Las Vegas, NM Micro Area",112200,"Las Vegas, NM Micro Area",6695
"G29820","2006-2010","US",,,,,,,,,,,,,,,,"Las Vegas-Paradise, NV Metro Area","29820",,,,,,,,,,,,,,,,"31000US29820",,,"Las Vegas-Paradise, NV Metro Area",257300,"Las Vegas-Paradise, NV Metro Area",1859
"G29860","2006-2010","US",,,,,,,,,,,,,,,,"Laurel, MS Micro Area","29860",,,,,,,,,,,,,,,,"31000US29860",,,"Laurel, MS Micro Area",76900,"Laurel, MS Micro Area",3548
"G29900","2006-2010","US",,,,,,,,,,,,,,,,"Laurinburg, NC Micro Area","29900",,,,,,,,,,,,,,,,"31000US29900",,,"Laurinburg, NC Micro Area",77700,"Laurinburg, NC Micro Area",3699
"G29940","2006-2010","US",,,,,,,,,,,,,,,,"Lawrence, KS Metro Area","29940",,,,,,,,,,,,,,,,"31000US29940",,,"Lawrence, KS Metro Area",176500,"Lawrence, KS Metro Area",3711
"G29980","2006-2010","US",,,,,,,,,,,,,,,,"Lawrenceburg, TN Micro Area","29980",,,,,,,,,,,,,,,,"31000US29980",,,"Lawrenceburg, TN Micro Area",91600,"Lawrenceburg, TN Micro Area",3506
"G30020","2006-2010","US",,,,,,,,,,,,,,,,"Lawton, OK Metro Area","30020",,,,,,,,,,,,,,,,"31000US30020",,,"Lawton, OK Metro Area",99900,"Lawton, OK Metro Area",2546
"G30060","2006-2010","US",,,,,,,,,,,,,,,,"Lebanon, MO Micro Area","30060",,,,,,,,,,,,,,,,"31000US30060",,,"Lebanon, MO Micro Area",93000,"Lebanon, MO Micro Area",3905
"G30100","2006-2010","US",,,,,,,,,,,,,,,,"Lebanon, NH-VT Micro Area","30100",,,,,,,,,,,,,,,,"31000US30100",,,"Lebanon, NH-VT Micro Area",203800,"Lebanon, NH-VT Micro Area",3529
"G30140","2006-2010","US",,,,,,,,,,,,,,,,"Lebanon, PA Metro Area","30140",,,,,,,,,,,,,,,,"31000US30140",,,"Lebanon, PA Metro Area",155900,"Lebanon, PA Metro Area",2331
"G30220","2006-2010","US",,,,,,,,,,,,,,,,"Levelland, TX Micro Area","30220",,,,,,,,,,,,,,,,"31000US30220",,,"Levelland, TX Micro Area",71200,"Levelland, TX Micro Area",4016
"G30260","2006-2010","US",,,,,,,,,,,,,,,,"Lewisburg, PA Micro Area","30260",,,,,,,,,,,,,,,,"31000US30260",,,"Lewisburg, PA Micro Area",143200,"Lewisburg, PA Micro Area",4390
"G30280","2006-2010","US",,,,,,,,,,,,,,,,"Lewisburg, TN Micro Area","30280",,,,,,,,,,,,,,,,"31000US30280",,,"Lewisburg, TN Micro Area",107900,"Lewisburg, TN Micro Area",4741
"G30300","2006-2010","US",,,,,,,,,,,,,,,,"Lewiston, ID-WA Metro Area","30300",,,,,,,,,,,,,,,,"31000US30300",,,"Lewiston, ID-WA Metro Area",159100,"Lewiston, ID-WA Metro Area",2895
"G30340","2006-2010","US",,,,,,,,,,,,,,,,"Lewiston-Auburn, ME Metro Area","30340",,,,,,,,,,,,,,,,"31000US30340",,,"Lewiston-Auburn, ME Metro Area",155700,"Lewiston-Auburn, ME Metro Area",2284
"G30380","2006-2010","US",,,,,,,,,,,,,,,,"Lewistown, PA Micro Area","30380",,,,,,,,,,,,,,,,"31000US30380",,,"Lewistown, PA Micro Area",92500,"Lewistown, PA Micro Area",3123
"G30420","2006-2010","US",,,,,,,,,,,,,,,,"Lexington, NE Micro Area","30420",,,,,,,,,,,,,,,,"31000US30420",,,"Lexington, NE Micro Area",84100,"Lexington, NE Micro Area",2428
"G30460","2006-2010","US",,,,,,,,,,,,,,,,"Lexington-Fayette, KY Metro Area","30460",,,,,,,,,,,,,,,,"31000US30460",,,"Lexington-Fayette, KY Metro Area",156600,"Lexington-Fayette, KY Metro Area",1644
"G30500","2006-2010","US",,,,,,,,,,,,,,,,"Lexington Park, MD Micro Area","30500",,,,,,,,,,,,,,,,"31000US30500",,,"Lexington Park, MD Micro Area",327800,"Lexington Park, MD Micro Area",6450
"G30580","2006-2010","US",,,,,,,,,,,,,,,,"Liberal, KS Micro Area","30580",,,,,,,,,,,,,,,,"31000US30580",,,"Liberal, KS Micro Area",82100,"Liberal, KS Micro Area",4790
"G30620","2006-2010","US",,,,,,,,,,,,,,,,"Lima, OH Metro Area","30620",,,,,,,,,,,,,,,,"31000US30620",,,"Lima, OH Metro Area",104800,"Lima, OH Metro Area",2995
"G30660","2006-2010","US",,,,,,,,,,,,,,,,"Lincoln, IL Micro Area","30660",,,,,,,,,,,,,,,,"31000US30660",,,"Lincoln, IL Micro Area",95100,"Lincoln, IL Micro Area",2613
"G30700","2006-2010","US",,,,,,,,,,,,,,,,"Lincoln, NE Metro Area","30700",,,,,,,,,,,,,,,,"31000US30700",,,"Lincoln, NE Metro Area",145000,"Lincoln, NE Metro Area",1171
"G30740","2006-2010","US",,,,,,,,,,,,,,,,"Lincolnton, NC Micro Area","30740",,,,,,,,,,,,,,,,"31000US30740",,,"Lincolnton, NC Micro Area",146700,"Lincolnton, NC Micro Area",5532
"G30780","2006-2010","US",,,,,,,,,,,,,,,,"Little Rock-North Little Rock-Conway, AR Metro Area","30780",,,,,,,,,,,,,,,,"31000US30780",,,"Little Rock-North Little Rock-Conway, AR Metro Area",127800,"Little Rock-North Little Rock-Conway, AR Metro Area",1561
"G30820","2006-2010","US",,,,,,,,,,,,,,,,"Lock Haven, PA Micro Area","30820",,,,,,,,,,,,,,,,"31000US30820",,,"Lock Haven, PA Micro Area",98400,"Lock Haven, PA Micro Area",2213
"G30860","2006-2010","US",,,,,,,,,,,,,,,,"Logan, UT-ID Metro Area","30860",,,,,,,,,,,,,,,,"31000US30860",,,"Logan, UT-ID Metro Area",178400,"Logan, UT-ID Metro Area",2848
"G30900","2006-2010","US",,,,,,,,,,,,,,,,"Logansport, IN Micro Area","30900",,,,,,,,,,,,,,,,"31000US30900",,,"Logansport, IN Micro Area",82400,"Logansport, IN Micro Area",3744
"G30940","2006-2010","US",,,,,,,,,,,,,,,,"London, KY Micro Area","30940",,,,,,,,,,,,,,,,"31000US30940",,,"London, KY Micro Area",96100,"London, KY Micro Area",3880
"G30980","2006-2010","US",,,,,,,,,,,,,,,,"Longview, TX Metro Area","30980",,,,,,,,,,,,,,,,"31000US30980",,,"Longview, TX Metro Area",98800,"Longview, TX Metro Area",2492
"G31020","2006-2010","US",,,,,,,,,,,,,,,,"Longview, WA Metro Area","31020",,,,,,,,,,,,,,,,"31000US31020",,,"Longview, WA Metro Area",191500,"Longview, WA Metro Area",3701
"G31060","2006-2010","US",,,,,,,,,,,,,,,,"Los Alamos, NM Micro Area","31060",,,,,,,,,,,,,,,,"31000US31060",,,"Los Alamos, NM Micro Area",297100,"Los Alamos, NM Micro Area",11102
"G31100","2006-2010","US",,,,,,,,,,,,,,,,"Los Angeles-Long Beach-Santa Ana, CA Metro Area","31100",,,,,,,,,,,,,,,,"31000US31100",,,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",540200,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",1346
"G31140","2006-2010","US",,,,,,,,,,,,,,,,"Louisville/Jefferson County, KY-IN Metro Area","31140",,,,,,,,,,,,,,,,"31000US31140",,,"Louisville/Jefferson County, KY-IN Metro Area",143900,"Louisville/Jefferson County, KY-IN Metro Area",838
