GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,ADRWE001,NAME_M,ADRWM001
"G53003300309012","2011-2015","WA",,,"Washington","53","King County","033",,,"030901","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530330309012",,,"Block Group 2, Census Tract 309.01, King County, Washington",188700,"Block Group 2, Census Tract 309.01, King County, Washington",14960
"G53003300309021","2011-2015","WA",,,"Washington","53","King County","033",,,"030902","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530330309021",,,"Block Group 1, Census Tract 309.02, King County, Washington",197700,"Block Group 1, Census Tract 309.02, King County, Washington",18359
"G53003300309022","2011-2015","WA",,,"Washington","53","King County","033",,,"030902","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530330309022",,,"Block Group 2, Census Tract 309.02, King County, Washington",203300,"Block Group 2, Census Tract 309.02, King County, Washington",29129
"G53003300309023","2011-2015","WA",,,"Washington","53","King County","033",,,"030902","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530330309023",,,"Block Group 3, Census Tract 309.02, King County, Washington",156300,"Block Group 3, Census Tract 309.02, King County, Washington",35804
"G53003300310001","2011-2015","WA",,,"Washington","53","King County","033",,,"031000","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530330310001",,,"Block Group 1, Census Tract 310, King County, Washington",312900,"Block Group 1, Census Tract 310, King County, Washington",22957
"G53003300310002","2011-2015","WA",,,"Washington","53","King County","033",,,"031000","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530330310002",,,"Block Group 2, Census Tract 310, King County, Washington",277900,"Block Group 2, Census Tract 310, King County, Washington",24946
"G53003300311001","2011-2015","WA",,,"Washington","53","King County","033",,,"031100","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530330311001",,,"Block Group 1, Census Tract 311, King County, Washington",174200,"Block Group 1, Census Tract 311, King County, Washington",44946
"G53003300311002","2011-2015","WA",,,"Washington","53","King County","033",,,"031100","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530330311002",,,"Block Group 2, Census Tract 311, King County, Washington",220100,"Block Group 2, Census Tract 311, King County, Washington",16911
"G53003300311003","2011-2015","WA",,,"Washington","53","King County","033",,,"031100","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530330311003",,,"Block Group 3, Census Tract 311, King County, Washington",197700,"Block Group 3, Census Tract 311, King County, Washington",13654
"G53003300311004","2011-2015","WA",,,"Washington","53","King County","033",,,"031100","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530330311004",,,"Block Group 4, Census Tract 311, King County, Washington",178100,"Block Group 4, Census Tract 311, King County, Washington",31258
"G53003300311005","2011-2015","WA",,,"Washington","53","King County","033",,,"031100","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530330311005",,,"Block Group 5, Census Tract 311, King County, Washington",33700,"Block Group 5, Census Tract 311, King County, Washington",8268
"G53003300312021","2011-2015","WA",,,"Washington","53","King County","033",,,"031202","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530330312021",,,"Block Group 1, Census Tract 312.02, King County, Washington",427200,"Block Group 1, Census Tract 312.02, King County, Washington",69901
"G53003300312022","2011-2015","WA",,,"Washington","53","King County","033",,,"031202","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530330312022",,,"Block Group 2, Census Tract 312.02, King County, Washington",236300,"Block Group 2, Census Tract 312.02, King County, Washington",38620
"G53003300312023","2011-2015","WA",,,"Washington","53","King County","033",,,"031202","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530330312023",,,"Block Group 3, Census Tract 312.02, King County, Washington",434500,"Block Group 3, Census Tract 312.02, King County, Washington",42664
"G53003300312024","2011-2015","WA",,,"Washington","53","King County","033",,,"031202","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530330312024",,,"Block Group 4, Census Tract 312.02, King County, Washington",428400,"Block Group 4, Census Tract 312.02, King County, Washington",78586
"G53003300312025","2011-2015","WA",,,"Washington","53","King County","033",,,"031202","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530330312025",,,"Block Group 5, Census Tract 312.02, King County, Washington",339200,"Block Group 5, Census Tract 312.02, King County, Washington",61895
"G53003300312041","2011-2015","WA",,,"Washington","53","King County","033",,,"031204","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530330312041",,,"Block Group 1, Census Tract 312.04, King County, Washington",316700,"Block Group 1, Census Tract 312.04, King County, Washington",118211
"G53003300312042","2011-2015","WA",,,"Washington","53","King County","033",,,"031204","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530330312042",,,"Block Group 2, Census Tract 312.04, King County, Washington",425000,"Block Group 2, Census Tract 312.04, King County, Washington",134353
"G53003300312043","2011-2015","WA",,,"Washington","53","King County","033",,,"031204","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530330312043",,,"Block Group 3, Census Tract 312.04, King County, Washington",364100,"Block Group 3, Census Tract 312.04, King County, Washington",28094
"G53003300312044","2011-2015","WA",,,"Washington","53","King County","033",,,"031204","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530330312044",,,"Block Group 4, Census Tract 312.04, King County, Washington",332300,"Block Group 4, Census Tract 312.04, King County, Washington",70475
"G53003300312045","2011-2015","WA",,,"Washington","53","King County","033",,,"031204","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530330312045",,,"Block Group 5, Census Tract 312.04, King County, Washington",366100,"Block Group 5, Census Tract 312.04, King County, Washington",68536
"G53003300312051","2011-2015","WA",,,"Washington","53","King County","033",,,"031205","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530330312051",,,"Block Group 1, Census Tract 312.05, King County, Washington",329800,"Block Group 1, Census Tract 312.05, King County, Washington",29029
"G53003300312052","2011-2015","WA",,,"Washington","53","King County","033",,,"031205","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530330312052",,,"Block Group 2, Census Tract 312.05, King County, Washington",238200,"Block Group 2, Census Tract 312.05, King County, Washington",25343
"G53003300312053","2011-2015","WA",,,"Washington","53","King County","033",,,"031205","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530330312053",,,"Block Group 3, Census Tract 312.05, King County, Washington",266700,"Block Group 3, Census Tract 312.05, King County, Washington",28051
"G53003300312061","2011-2015","WA",,,"Washington","53","King County","033",,,"031206","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530330312061",,,"Block Group 1, Census Tract 312.06, King County, Washington",,"Block Group 1, Census Tract 312.06, King County, Washington",
"G53003300312062","2011-2015","WA",,,"Washington","53","King County","033",,,"031206","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530330312062",,,"Block Group 2, Census Tract 312.06, King County, Washington",266200,"Block Group 2, Census Tract 312.06, King County, Washington",8833
"G53003300312063","2011-2015","WA",,,"Washington","53","King County","033",,,"031206","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530330312063",,,"Block Group 3, Census Tract 312.06, King County, Washington",139400,"Block Group 3, Census Tract 312.06, King County, Washington",47528
"G53003300313011","2011-2015","WA",,,"Washington","53","King County","033",,,"031301","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530330313011",,,"Block Group 1, Census Tract 313.01, King County, Washington",334400,"Block Group 1, Census Tract 313.01, King County, Washington",36430
"G53003300313012","2011-2015","WA",,,"Washington","53","King County","033",,,"031301","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530330313012",,,"Block Group 2, Census Tract 313.01, King County, Washington",395000,"Block Group 2, Census Tract 313.01, King County, Washington",52176
"G53003300313021","2011-2015","WA",,,"Washington","53","King County","033",,,"031302","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530330313021",,,"Block Group 1, Census Tract 313.02, King County, Washington",272100,"Block Group 1, Census Tract 313.02, King County, Washington",12045
"G53003300313022","2011-2015","WA",,,"Washington","53","King County","033",,,"031302","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530330313022",,,"Block Group 2, Census Tract 313.02, King County, Washington",346400,"Block Group 2, Census Tract 313.02, King County, Washington",23923
"G53003300313023","2011-2015","WA",,,"Washington","53","King County","033",,,"031302","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530330313023",,,"Block Group 3, Census Tract 313.02, King County, Washington",48500,"Block Group 3, Census Tract 313.02, King County, Washington",7477
"G53003300313024","2011-2015","WA",,,"Washington","53","King County","033",,,"031302","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530330313024",,,"Block Group 4, Census Tract 313.02, King County, Washington",234400,"Block Group 4, Census Tract 313.02, King County, Washington",27557
"G53003300314001","2011-2015","WA",,,"Washington","53","King County","033",,,"031400","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530330314001",,,"Block Group 1, Census Tract 314, King County, Washington",223900,"Block Group 1, Census Tract 314, King County, Washington",11041
"G53003300314002","2011-2015","WA",,,"Washington","53","King County","033",,,"031400","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530330314002",,,"Block Group 2, Census Tract 314, King County, Washington",239500,"Block Group 2, Census Tract 314, King County, Washington",50840
"G53003300314003","2011-2015","WA",,,"Washington","53","King County","033",,,"031400","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530330314003",,,"Block Group 3, Census Tract 314, King County, Washington",231100,"Block Group 3, Census Tract 314, King County, Washington",27090
"G53003300314004","2011-2015","WA",,,"Washington","53","King County","033",,,"031400","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530330314004",,,"Block Group 4, Census Tract 314, King County, Washington",228800,"Block Group 4, Census Tract 314, King County, Washington",23773
"G53003300314005","2011-2015","WA",,,"Washington","53","King County","033",,,"031400","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530330314005",,,"Block Group 5, Census Tract 314, King County, Washington",225400,"Block Group 5, Census Tract 314, King County, Washington",27716
"G53003300315011","2011-2015","WA",,,"Washington","53","King County","033",,,"031501","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530330315011",,,"Block Group 1, Census Tract 315.01, King County, Washington",359300,"Block Group 1, Census Tract 315.01, King County, Washington",22303
"G53003300315012","2011-2015","WA",,,"Washington","53","King County","033",,,"031501","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530330315012",,,"Block Group 2, Census Tract 315.01, King County, Washington",348600,"Block Group 2, Census Tract 315.01, King County, Washington",30031
"G53003300315013","2011-2015","WA",,,"Washington","53","King County","033",,,"031501","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530330315013",,,"Block Group 3, Census Tract 315.01, King County, Washington",355700,"Block Group 3, Census Tract 315.01, King County, Washington",31851
"G53003300315021","2011-2015","WA",,,"Washington","53","King County","033",,,"031502","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530330315021",,,"Block Group 1, Census Tract 315.02, King County, Washington",362800,"Block Group 1, Census Tract 315.02, King County, Washington",34831
"G53003300315022","2011-2015","WA",,,"Washington","53","King County","033",,,"031502","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530330315022",,,"Block Group 2, Census Tract 315.02, King County, Washington",301400,"Block Group 2, Census Tract 315.02, King County, Washington",37794
"G53003300315023","2011-2015","WA",,,"Washington","53","King County","033",,,"031502","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530330315023",,,"Block Group 3, Census Tract 315.02, King County, Washington",294200,"Block Group 3, Census Tract 315.02, King County, Washington",31530
"G53003300316011","2011-2015","WA",,,"Washington","53","King County","033",,,"031601","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530330316011",,,"Block Group 1, Census Tract 316.01, King County, Washington",304000,"Block Group 1, Census Tract 316.01, King County, Washington",28703
"G53003300316012","2011-2015","WA",,,"Washington","53","King County","033",,,"031601","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530330316012",,,"Block Group 2, Census Tract 316.01, King County, Washington",404600,"Block Group 2, Census Tract 316.01, King County, Washington",44674
"G53003300316013","2011-2015","WA",,,"Washington","53","King County","033",,,"031601","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530330316013",,,"Block Group 3, Census Tract 316.01, King County, Washington",315400,"Block Group 3, Census Tract 316.01, King County, Washington",34791
"G53003300316031","2011-2015","WA",,,"Washington","53","King County","033",,,"031603","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530330316031",,,"Block Group 1, Census Tract 316.03, King County, Washington",266800,"Block Group 1, Census Tract 316.03, King County, Washington",31796
"G53003300316032","2011-2015","WA",,,"Washington","53","King County","033",,,"031603","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530330316032",,,"Block Group 2, Census Tract 316.03, King County, Washington",205500,"Block Group 2, Census Tract 316.03, King County, Washington",80703
"G53003300316033","2011-2015","WA",,,"Washington","53","King County","033",,,"031603","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530330316033",,,"Block Group 3, Census Tract 316.03, King County, Washington",300600,"Block Group 3, Census Tract 316.03, King County, Washington",63349
"G53003300316034","2011-2015","WA",,,"Washington","53","King County","033",,,"031603","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530330316034",,,"Block Group 4, Census Tract 316.03, King County, Washington",398000,"Block Group 4, Census Tract 316.03, King County, Washington",34506
"G53003300316041","2011-2015","WA",,,"Washington","53","King County","033",,,"031604","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530330316041",,,"Block Group 1, Census Tract 316.04, King County, Washington",303300,"Block Group 1, Census Tract 316.04, King County, Washington",21169
"G53003300316042","2011-2015","WA",,,"Washington","53","King County","033",,,"031604","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530330316042",,,"Block Group 2, Census Tract 316.04, King County, Washington",327200,"Block Group 2, Census Tract 316.04, King County, Washington",27548
"G53003300316043","2011-2015","WA",,,"Washington","53","King County","033",,,"031604","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530330316043",,,"Block Group 3, Census Tract 316.04, King County, Washington",269200,"Block Group 3, Census Tract 316.04, King County, Washington",46666
